14 36
Z4xZ9
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
24 25 26 27 28 29 30 31 32 33 34 35 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 30 35 28 33 26 31 24 29 34 27 32 13 18 23 16 21 14 19 12 17 22 15 20 1 6 11 4 9 2 7 0 5 10 3 8
26 27 28 29 30 31 32 33 34 35 24 25 2 3 4 5 6 7 8 9 10 11 0 1 14 15 16 17 18 19 20 21 22 23 12 13
27 32 25 30 35 28 33 26 31 24 29 34 15 20 13 18 23 16 21 14 19 12 17 22 3 8 1 6 11 4 9 2 7 0 5 10
28 29 30 31 32 33 34 35 24 25 26 27 4 5 6 7 8 9 10 11 0 1 2 3 16 17 18 19 20 21 22 23 12 13 14 15
29 34 27 32 25 30 35 28 33 26 31 24 17 22 15 20 13 18 23 16 21 14 19 12 5 10 3 8 1 6 11 4 9 2 7 0
30 31 32 33 34 35 24 25 26 27 28 29 6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17
31 24 29 34 27 32 25 30 35 28 33 26 19 12 17 22 15 20 13 18 23 16 21 14 7 0 5 10 3 8 1 6 11 4 9 2
32 33 34 35 24 25 26 27 28 29 30 31 8 9 10 11 0 1 2 3 4 5 6 7 20 21 22 23 12 13 14 15 16 17 18 19
33 26 31 24 29 34 27 32 25 30 35 28 21 14 19 12 17 22 15 20 13 18 23 16 9 2 7 0 5 10 3 8 1 6 11 4
34 35 24 25 26 27 28 29 30 31 32 33 10 11 0 1 2 3 4 5 6 7 8 9 22 23 12 13 14 15 16 17 18 19 20 21
35 28 33 26 31 24 29 34 27 32 25 30 23 16 21 14 19 12 17 22 15 20 13 18 11 4 9 2 7 0 5 10 3 8 1 6
Z3:Z2xZ2:Z3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
1 2 0 7 8 6 10 11 9 4 5 3 13 14 12 19 20 18 22 23 21 16 17 15 25 26 24 31 32 30 34 35 33 28 29 27
2 0 1 11 9 10 5 3 4 8 6 7 14 12 13 23 21 22 17 15 16 20 18 19 26 24 25 35 33 34 29 27 28 32 30 31
3 4 5 0 1 2 9 10 11 6 7 8 15 16 17 12 13 14 21 22 23 18 19 20 27 28 29 24 25 26 33 34 35 30 31 32
4 5 3 10 11 9 7 8 6 1 2 0 16 17 15 22 23 21 19 20 18 13 14 12 28 29 27 34 35 33 31 32 30 25 26 24
5 3 4 8 6 7 2 0 1 11 9 10 17 15 16 20 18 19 14 12 13 23 21 22 29 27 28 32 30 31 26 24 25 35 33 34
6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29
7 8 6 1 2 0 4 5 3 10 11 9 19 20 18 13 14 12 16 17 15 22 23 21 31 32 30 25 26 24 28 29 27 34 35 33
8 6 7 5 3 4 11 9 10 2 0 1 20 18 19 17 15 16 23 21 22 14 12 13 32 30 31 29 27 28 35 33 34 26 24 25
9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14 33 34 35 30 31 32 27 28 29 24 25 26
10 11 9 4 5 3 1 2 0 7 8 6 22 23 21 16 17 15 13 14 12 19 20 18 34 35 33 28 29 27 25 26 24 31 32 30
11 9 10 2 0 1 8 6 7 5 3 4 23 21 22 14 12 13 20 18 19 17 15 16 35 33 34 26 24 25 32 30 31 29 27 28
12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 0 1 2 3 4 5 6 7 8 9 10 11
13 14 12 19 20 18 22 23 21 16 17 15 25 26 24 31 32 30 34 35 33 28 29 27 1 2 0 7 8 6 10 11 9 4 5 3
14 12 13 23 21 22 17 15 16 20 18 19 26 24 25 35 33 34 29 27 28 32 30 31 2 0 1 11 9 10 5 3 4 8 6 7
15 16 17 12 13 14 21 22 23 18 19 20 27 28 29 24 25 26 33 34 35 30 31 32 3 4 5 0 1 2 9 10 11 6 7 8
16 17 15 22 23 21 19 20 18 13 14 12 28 29 27 34 35 33 31 32 30 25 26 24 4 5 3 10 11 9 7 8 6 1 2 0
17 15 16 20 18 19 14 12 13 23 21 22 29 27 28 32 30 31 26 24 25 35 33 34 5 3 4 8 6 7 2 0 1 11 9 10
18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29 6 7 8 9 10 11 0 1 2 3 4 5
19 20 18 13 14 12 16 17 15 22 23 21 31 32 30 25 26 24 28 29 27 34 35 33 7 8 6 1 2 0 4 5 3 10 11 9
20 18 19 17 15 16 23 21 22 14 12 13 32 30 31 29 27 28 35 33 34 26 24 25 8 6 7 5 3 4 11 9 10 2 0 1
21 22 23 18 19 20 15 16 17 12 13 14 33 34 35 30 31 32 27 28 29 24 25 26 9 10 11 6 7 8 3 4 5 0 1 2
22 23 21 16 17 15 13 14 12 19 20 18 34 35 33 28 29 27 25 26 24 31 32 30 10 11 9 4 5 3 1 2 0 7 8 6
23 21 22 14 12 13 20 18 19 17 15 16 35 33 34 26 24 25 32 30 31 29 27 28 11 9 10 2 0 1 8 6 7 5 3 4
24 25 26 27 28 29 30 31 32 33 34 35 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 26 24 31 32 30 34 35 33 28 29 27 1 2 0 7 8 6 10 11 9 4 5 3 13 14 12 19 20 18 22 23 21 16 17 15
26 24 25 35 33 34 29 27 28 32 30 31 2 0 1 11 9 10 5 3 4 8 6 7 14 12 13 23 21 22 17 15 16 20 18 19
27 28 29 24 25 26 33 34 35 30 31 32 3 4 5 0 1 2 9 10 11 6 7 8 15 16 17 12 13 14 21 22 23 18 19 20
28 29 27 34 35 33 31 32 30 25 26 24 4 5 3 10 11 9 7 8 6 1 2 0 16 17 15 22 23 21 19 20 18 13 14 12
29 27 28 32 30 31 26 24 25 35 33 34 5 3 4 8 6 7 2 0 1 11 9 10 17 15 16 20 18 19 14 12 13 23 21 22
30 31 32 33 34 35 24 25 26 27 28 29 6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17
31 32 30 25 26 24 28 29 27 34 35 33 7 8 6 1 2 0 4 5 3 10 11 9 19 20 18 13 14 12 16 17 15 22 23 21
32 30 31 29 27 28 35 33 34 26 24 25 8 6 7 5 3 4 11 9 10 2 0 1 20 18 19 17 15 16 23 21 22 14 12 13
33 34 35 30 31 32 27 28 29 24 25 26 9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14
34 35 33 28 29 27 25 26 24 31 32 30 10 11 9 4 5 3 1 2 0 7 8 6 22 23 21 16 17 15 13 14 12 19 20 18
35 33 34 26 24 25 32 30 31 29 27 28 11 9 10 2 0 1 8 6 7 5 3 4 23 21 22 14 12 13 20 18 19 17 15 16
Z2xZ2:Z9
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
1 2 3 4 5 6 7 8 0 19 20 21 22 23 24 25 26 18 28 29 30 31 32 33 34 35 27 10 11 12 13 14 15 16 17 9
2 3 4 5 6 7 8 0 1 29 30 31 32 33 34 35 27 28 11 12 13 14 15 16 17 9 10 20 21 22 23 24 25 26 18 19
3 4 5 6 7 8 0 1 2 12 13 14 15 16 17 9 10 11 21 22 23 24 25 26 18 19 20 30 31 32 33 34 35 27 28 29
4 5 6 7 8 0 1 2 3 22 23 24 25 26 18 19 20 21 31 32 33 34 35 27 28 29 30 13 14 15 16 17 9 10 11 12
5 6 7 8 0 1 2 3 4 32 33 34 35 27 28 29 30 31 14 15 16 17 9 10 11 12 13 23 24 25 26 18 19 20 21 22
6 7 8 0 1 2 3 4 5 15 16 17 9 10 11 12 13 14 24 25 26 18 19 20 21 22 23 33 34 35 27 28 29 30 31 32
7 8 0 1 2 3 4 5 6 25 26 18 19 20 21 22 23 24 34 35 27 28 29 30 31 32 33 16 17 9 10 11 12 13 14 15
8 0 1 2 3 4 5 6 7 35 27 28 29 30 31 32 33 34 17 9 10 11 12 13 14 15 16 26 18 19 20 21 22 23 24 25
9 10 11 12 13 14 15 16 17 0 1 2 3 4 5 6 7 8 27 28 29 30 31 32 33 34 35 18 19 20 21 22 23 24 25 26
10 11 12 13 14 15 16 17 9 28 29 30 31 32 33 34 35 27 19 20 21 22 23 24 25 26 18 1 2 3 4 5 6 7 8 0
11 12 13 14 15 16 17 9 10 20 21 22 23 24 25 26 18 19 2 3 4 5 6 7 8 0 1 29 30 31 32 33 34 35 27 28
12 13 14 15 16 17 9 10 11 3 4 5 6 7 8 0 1 2 30 31 32 33 34 35 27 28 29 21 22 23 24 25 26 18 19 20
13 14 15 16 17 9 10 11 12 31 32 33 34 35 27 28 29 30 22 23 24 25 26 18 19 20 21 4 5 6 7 8 0 1 2 3
14 15 16 17 9 10 11 12 13 23 24 25 26 18 19 20 21 22 5 6 7 8 0 1 2 3 4 32 33 34 35 27 28 29 30 31
15 16 17 9 10 11 12 13 14 6 7 8 0 1 2 3 4 5 33 34 35 27 28 29 30 31 32 24 25 26 18 19 20 21 22 23
16 17 9 10 11 12 13 14 15 34 35 27 28 29 30 31 32 33 25 26 18 19 20 21 22 23 24 7 8 0 1 2 3 4 5 6
17 9 10 11 12 13 14 15 16 26 18 19 20 21 22 23 24 25 8 0 1 2 3 4 5 6 7 35 27 28 29 30 31 32 33 34
18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
19 20 21 22 23 24 25 26 18 1 2 3 4 5 6 7 8 0 10 11 12 13 14 15 16 17 9 28 29 30 31 32 33 34 35 27
20 21 22 23 24 25 26 18 19 11 12 13 14 15 16 17 9 10 29 30 31 32 33 34 35 27 28 2 3 4 5 6 7 8 0 1
21 22 23 24 25 26 18 19 20 30 31 32 33 34 35 27 28 29 3 4 5 6 7 8 0 1 2 12 13 14 15 16 17 9 10 11
22 23 24 25 26 18 19 20 21 4 5 6 7 8 0 1 2 3 13 14 15 16 17 9 10 11 12 31 32 33 34 35 27 28 29 30
23 24 25 26 18 19 20 21 22 14 15 16 17 9 10 11 12 13 32 33 34 35 27 28 29 30 31 5 6 7 8 0 1 2 3 4
24 25 26 18 19 20 21 22 23 33 34 35 27 28 29 30 31 32 6 7 8 0 1 2 3 4 5 15 16 17 9 10 11 12 13 14
25 26 18 19 20 21 22 23 24 7 8 0 1 2 3 4 5 6 16 17 9 10 11 12 13 14 15 34 35 27 28 29 30 31 32 33
26 18 19 20 21 22 23 24 25 17 9 10 11 12 13 14 15 16 35 27 28 29 30 31 32 33 34 8 0 1 2 3 4 5 6 7
27 28 29 30 31 32 33 34 35 18 19 20 21 22 23 24 25 26 9 10 11 12 13 14 15 16 17 0 1 2 3 4 5 6 7 8
28 29 30 31 32 33 34 35 27 10 11 12 13 14 15 16 17 9 1 2 3 4 5 6 7 8 0 19 20 21 22 23 24 25 26 18
29 30 31 32 33 34 35 27 28 2 3 4 5 6 7 8 0 1 20 21 22 23 24 25 26 18 19 11 12 13 14 15 16 17 9 10
30 31 32 33 34 35 27 28 29 21 22 23 24 25 26 18 19 20 12 13 14 15 16 17 9 10 11 3 4 5 6 7 8 0 1 2
31 32 33 34 35 27 28 29 30 13 14 15 16 17 9 10 11 12 4 5 6 7 8 0 1 2 3 22 23 24 25 26 18 19 20 21
32 33 34 35 27 28 29 30 31 5 6 7 8 0 1 2 3 4 23 24 25 26 18 19 20 21 22 14 15 16 17 9 10 11 12 13
33 34 35 27 28 29 30 31 32 24 25 26 18 19 20 21 22 23 15 16 17 9 10 11 12 13 14 6 7 8 0 1 2 3 4 5
34 35 27 28 29 30 31 32 33 16 17 9 10 11 12 13 14 15 7 8 0 1 2 3 4 5 6 25 26 18 19 20 21 22 23 24
35 27 28 29 30 31 32 33 34 8 0 1 2 3 4 5 6 7 26 18 19 20 21 22 23 24 25 17 9 10 11 12 13 14 15 16
Z3xZ3:Z4
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
1 2 3 0 13 14 15 12 25 26 27 24 9 10 11 8 21 22 23 20 33 34 35 32 5 6 7 4 17 18 19 16 29 30 31 28
2 3 0 1 10 11 8 9 6 7 4 5 26 27 24 25 34 35 32 33 30 31 28 29 14 15 12 13 22 23 20 21 18 19 16 17
3 0 1 2 27 24 25 26 15 12 13 14 7 4 5 6 31 28 29 30 19 16 17 18 11 8 9 10 35 32 33 34 23 20 21 22
4 5 6 7 8 9 10 11 0 1 2 3 16 17 18 19 20 21 22 23 12 13 14 15 28 29 30 31 32 33 34 35 24 25 26 27
5 6 7 4 17 18 19 16 29 30 31 28 1 2 3 0 13 14 15 12 25 26 27 24 9 10 11 8 21 22 23 20 33 34 35 32
6 7 4 5 2 3 0 1 10 11 8 9 30 31 28 29 26 27 24 25 34 35 32 33 18 19 16 17 14 15 12 13 22 23 20 21
7 4 5 6 31 28 29 30 19 16 17 18 11 8 9 10 35 32 33 34 23 20 21 22 3 0 1 2 27 24 25 26 15 12 13 14
8 9 10 11 0 1 2 3 4 5 6 7 20 21 22 23 12 13 14 15 16 17 18 19 32 33 34 35 24 25 26 27 28 29 30 31
9 10 11 8 21 22 23 20 33 34 35 32 5 6 7 4 17 18 19 16 29 30 31 28 1 2 3 0 13 14 15 12 25 26 27 24
10 11 8 9 6 7 4 5 2 3 0 1 34 35 32 33 30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17 14 15 12 13
11 8 9 10 35 32 33 34 23 20 21 22 3 0 1 2 27 24 25 26 15 12 13 14 7 4 5 6 31 28 29 30 19 16 17 18
12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 0 1 2 3 4 5 6 7 8 9 10 11
13 14 15 12 25 26 27 24 1 2 3 0 21 22 23 20 33 34 35 32 9 10 11 8 17 18 19 16 29 30 31 28 5 6 7 4
14 15 12 13 22 23 20 21 18 19 16 17 2 3 0 1 10 11 8 9 6 7 4 5 26 27 24 25 34 35 32 33 30 31 28 29
15 12 13 14 3 0 1 2 27 24 25 26 19 16 17 18 7 4 5 6 31 28 29 30 23 20 21 22 11 8 9 10 35 32 33 34
16 17 18 19 20 21 22 23 12 13 14 15 28 29 30 31 32 33 34 35 24 25 26 27 4 5 6 7 8 9 10 11 0 1 2 3
17 18 19 16 29 30 31 28 5 6 7 4 13 14 15 12 25 26 27 24 1 2 3 0 21 22 23 20 33 34 35 32 9 10 11 8
18 19 16 17 14 15 12 13 22 23 20 21 6 7 4 5 2 3 0 1 10 11 8 9 30 31 28 29 26 27 24 25 34 35 32 33
19 16 17 18 7 4 5 6 31 28 29 30 23 20 21 22 11 8 9 10 35 32 33 34 15 12 13 14 3 0 1 2 27 24 25 26
20 21 22 23 12 13 14 15 16 17 18 19 32 33 34 35 24 25 26 27 28 29 30 31 8 9 10 11 0 1 2 3 4 5 6 7
21 22 23 20 33 34 35 32 9 10 11 8 17 18 19 16 29 30 31 28 5 6 7 4 13 14 15 12 25 26 27 24 1 2 3 0
22 23 20 21 18 19 16 17 14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1 34 35 32 33 30 31 28 29 26 27 24 25
23 20 21 22 11 8 9 10 35 32 33 34 15 12 13 14 3 0 1 2 27 24 25 26 19 16 17 18 7 4 5 6 31 28 29 30
24 25 26 27 28 29 30 31 32 33 34 35 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 26 27 24 1 2 3 0 13 14 15 12 33 34 35 32 9 10 11 8 21 22 23 20 29 30 31 28 5 6 7 4 17 18 19 16
26 27 24 25 34 35 32 33 30 31 28 29 14 15 12 13 22 23 20 21 18 19 16 17 2 3 0 1 10 11 8 9 6 7 4 5
27 24 25 26 15 12 13 14 3 0 1 2 31 28 29 30 19 16 17 18 7 4 5 6 35 32 33 34 23 20 21 22 11 8 9 10
28 29 30 31 32 33 34 35 24 25 26 27 4 5 6 7 8 9 10 11 0 1 2 3 16 17 18 19 20 21 22 23 12 13 14 15
29 30 31 28 5 6 7 4 17 18 19 16 25 26 27 24 1 2 3 0 13 14 15 12 33 34 35 32 9 10 11 8 21 22 23 20
30 31 28 29 26 27 24 25 34 35 32 33 18 19 16 17 14 15 12 13 22 23 20 21 6 7 4 5 2 3 0 1 10 11 8 9
31 28 29 30 19 16 17 18 7 4 5 6 35 32 33 34 23 20 21 22 11 8 9 10 27 24 25 26 15 12 13 14 3 0 1 2
32 33 34 35 24 25 26 27 28 29 30 31 8 9 10 11 0 1 2 3 4 5 6 7 20 21 22 23 12 13 14 15 16 17 18 19
33 34 35 32 9 10 11 8 21 22 23 20 29 30 31 28 5 6 7 4 17 18 19 16 25 26 27 24 1 2 3 0 13 14 15 12
34 35 32 33 30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17 14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1
35 32 33 34 23 20 21 22 11 8 9 10 27 24 25 26 15 12 13 14 3 0 1 2 31 28 29 30 19 16 17 18 7 4 5 6
