52 48
Z16xZ3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
41 42 43 40 37 38 39 36 33 34 35 32 45 46 47 44 9 10 11 8 5 6 7 4 1 2 3 0 13 14 15 12 25 26 27 24 21 22 23 20 17 18 19 16 29 30 31 28
42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37 10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5 26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21
43 40 41 42 39 36 37 38 35 32 33 34 47 44 45 46 11 8 9 10 7 4 5 6 3 0 1 2 15 12 13 14 27 24 25 26 23 20 21 22 19 16 17 18 31 28 29 30
44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11
45 46 47 44 41 42 43 40 37 38 39 36 33 34 35 32 29 30 31 28 25 26 27 24 21 22 23 20 17 18 19 16 13 14 15 12 9 10 11 8 5 6 7 4 1 2 3 0
46 47 44 45 34 35 32 33 38 39 36 37 42 43 40 41 30 31 28 29 18 19 16 17 22 23 20 21 26 27 24 25 14 15 12 13 2 3 0 1 6 7 4 5 10 11 8 9
47 44 45 46 43 40 41 42 39 36 37 38 35 32 33 34 31 28 29 30 27 24 25 26 23 20 21 22 19 16 17 18 15 12 13 14 11 8 9 10 7 4 5 6 3 0 1 2
Z3:Z4:Z4
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 2 3 0 13 14 15 12 9 10 11 8 5 6 7 4 33 34 35 32 45 46 47 44 41 42 43 40 37 38 39 36 17 18 19 16 29 30 31 28 25 26 27 24 21 22 23 20
2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13 18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29 34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45
3 0 1 2 15 12 13 14 11 8 9 10 7 4 5 6 35 32 33 34 47 44 45 46 43 40 41 42 39 36 37 38 19 16 17 18 31 28 29 30 27 24 25 26 23 20 21 22
4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35
5 6 7 4 1 2 3 0 13 14 15 12 9 10 11 8 37 38 39 36 33 34 35 32 45 46 47 44 41 42 43 40 21 22 23 20 17 18 19 16 29 30 31 28 25 26 27 24
6 7 4 5 10 11 8 9 14 15 12 13 2 3 0 1 22 23 20 21 26 27 24 25 30 31 28 29 18 19 16 17 38 39 36 37 42 43 40 41 46 47 44 45 34 35 32 33
7 4 5 6 3 0 1 2 15 12 13 14 11 8 9 10 39 36 37 38 35 32 33 34 47 44 45 46 43 40 41 42 23 20 21 22 19 16 17 18 31 28 29 30 27 24 25 26
8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39
9 10 11 8 5 6 7 4 1 2 3 0 13 14 15 12 41 42 43 40 37 38 39 36 33 34 35 32 45 46 47 44 25 26 27 24 21 22 23 20 17 18 19 16 29 30 31 28
10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5 26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21 42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37
11 8 9 10 7 4 5 6 3 0 1 2 15 12 13 14 43 40 41 42 39 36 37 38 35 32 33 34 47 44 45 46 27 24 25 26 23 20 21 22 19 16 17 18 31 28 29 30
12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43
13 14 15 12 9 10 11 8 5 6 7 4 1 2 3 0 45 46 47 44 41 42 43 40 37 38 39 36 33 34 35 32 29 30 31 28 25 26 27 24 21 22 23 20 17 18 19 16
14 15 12 13 2 3 0 1 6 7 4 5 10 11 8 9 30 31 28 29 18 19 16 17 22 23 20 21 26 27 24 25 46 47 44 45 34 35 32 33 38 39 36 37 42 43 40 41
15 12 13 14 11 8 9 10 7 4 5 6 3 0 1 2 47 44 45 46 43 40 41 42 39 36 37 38 35 32 33 34 31 28 29 30 27 24 25 26 23 20 21 22 19 16 17 18
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 18 19 16 29 30 31 28 25 26 27 24 21 22 23 20 1 2 3 0 13 14 15 12 9 10 11 8 5 6 7 4 33 34 35 32 45 46 47 44 41 42 43 40 37 38 39 36
18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29 34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45 2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13
19 16 17 18 31 28 29 30 27 24 25 26 23 20 21 22 3 0 1 2 15 12 13 14 11 8 9 10 7 4 5 6 35 32 33 34 47 44 45 46 43 40 41 42 39 36 37 38
20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19 36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3
21 22 23 20 17 18 19 16 29 30 31 28 25 26 27 24 5 6 7 4 1 2 3 0 13 14 15 12 9 10 11 8 37 38 39 36 33 34 35 32 45 46 47 44 41 42 43 40
22 23 20 21 26 27 24 25 30 31 28 29 18 19 16 17 38 39 36 37 42 43 40 41 46 47 44 45 34 35 32 33 6 7 4 5 10 11 8 9 14 15 12 13 2 3 0 1
23 20 21 22 19 16 17 18 31 28 29 30 27 24 25 26 7 4 5 6 3 0 1 2 15 12 13 14 11 8 9 10 39 36 37 38 35 32 33 34 47 44 45 46 43 40 41 42
24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7
25 26 27 24 21 22 23 20 17 18 19 16 29 30 31 28 9 10 11 8 5 6 7 4 1 2 3 0 13 14 15 12 41 42 43 40 37 38 39 36 33 34 35 32 45 46 47 44
26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21 42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37 10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5
27 24 25 26 23 20 21 22 19 16 17 18 31 28 29 30 11 8 9 10 7 4 5 6 3 0 1 2 15 12 13 14 43 40 41 42 39 36 37 38 35 32 33 34 47 44 45 46
28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27 44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11
29 30 31 28 25 26 27 24 21 22 23 20 17 18 19 16 13 14 15 12 9 10 11 8 5 6 7 4 1 2 3 0 45 46 47 44 41 42 43 40 37 38 39 36 33 34 35 32
30 31 28 29 18 19 16 17 22 23 20 21 26 27 24 25 46 47 44 45 34 35 32 33 38 39 36 37 42 43 40 41 14 15 12 13 2 3 0 1 6 7 4 5 10 11 8 9
31 28 29 30 27 24 25 26 23 20 21 22 19 16 17 18 15 12 13 14 11 8 9 10 7 4 5 6 3 0 1 2 47 44 45 46 43 40 41 42 39 36 37 38 35 32 33 34
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 34 35 32 45 46 47 44 41 42 43 40 37 38 39 36 17 18 19 16 29 30 31 28 25 26 27 24 21 22 23 20 1 2 3 0 13 14 15 12 9 10 11 8 5 6 7 4
34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45 2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13 18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29
35 32 33 34 47 44 45 46 43 40 41 42 39 36 37 38 19 16 17 18 31 28 29 30 27 24 25 26 23 20 21 22 3 0 1 2 15 12 13 14 11 8 9 10 7 4 5 6
36 37 38 39 40 41 42 43 44 45 46 47 32 33 34 35 4 5 6 7 8 9 10 11 12 13 14 15 0 1 2 3 20 21 22 23 24 25 26 27 28 29 30 31 16 17 18 19
37 38 39 36 33 34 35 32 45 46 47 44 41 42 43 40 21 22 23 20 17 18 19 16 29 30 31 28 25 26 27 24 5 6 7 4 1 2 3 0 13 14 15 12 9 10 11 8
38 39 36 37 42 43 40 41 46 47 44 45 34 35 32 33 6 7 4 5 10 11 8 9 14 15 12 13 2 3 0 1 22 23 20 21 26 27 24 25 30 31 28 29 18 19 16 17
39 36 37 38 35 32 33 34 47 44 45 46 43 40 41 42 23 20 21 22 19 16 17 18 31 28 29 30 27 24 25 26 7 4 5 6 3 0 1 2 15 12 13 14 11 8 9 10
40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
41 42 43 40 37 38 39 36 33 34 35 32 45 46 47 44 25 26 27 24 21 22 23 20 17 18 19 16 29 30 31 28 9 10 11 8 5 6 7 4 1 2 3 0 13 14 15 12
42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37 10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5 26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21
43 40 41 42 39 36 37 38 35 32 33 34 47 44 45 46 27 24 25 26 23 20 21 22 19 16 17 18 31 28 29 30 11 8 9 10 7 4 5 6 3 0 1 2 15 12 13 14
44 45 46 47 32 33 34 35 36 37 38 39 40 41 42 43 12 13 14 15 0 1 2 3 4 5 6 7 8 9 10 11 28 29 30 31 16 17 18 19 20 21 22 23 24 25 26 27
45 46 47 44 41 42 43 40 37 38 39 36 33 34 35 32 29 30 31 28 25 26 27 24 21 22 23 20 17 18 19 16 13 14 15 12 9 10 11 8 5 6 7 4 1 2 3 0
46 47 44 45 34 35 32 33 38 39 36 37 42 43 40 41 14 15 12 13 2 3 0 1 6 7 4 5 10 11 8 9 30 31 28 29 18 19 16 17 22 23 20 21 26 27 24 25
47 44 45 46 43 40 41 42 39 36 37 38 35 32 33 34 31 28 29 30 27 24 25 26 23 20 21 22 19 16 17 18 15 12 13 14 11 8 9 10 7 4 5 6 3 0 1 2
Z3:Z2xZ2:Z4
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 2 3 0 5 6 7 4 13 14 15 12 9 10 11 8 17 18 19 16 21 22 23 20 29 30 31 28 25 26 27 24 33 34 35 32 37 38 39 36 45 46 47 44 41 42 43 40
2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13 18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29 34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45
3 0 1 2 7 4 5 6 15 12 13 14 11 8 9 10 19 16 17 18 23 20 21 22 31 28 29 30 27 24 25 26 35 32 33 34 39 36 37 38 47 44 45 46 43 40 41 42
4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43
5 6 7 4 1 2 3 0 9 10 11 8 13 14 15 12 21 22 23 20 17 18 19 16 25 26 27 24 29 30 31 28 37 38 39 36 33 34 35 32 41 42 43 40 45 46 47 44
6 7 4 5 2 3 0 1 14 15 12 13 10 11 8 9 22 23 20 21 18 19 16 17 30 31 28 29 26 27 24 25 38 39 36 37 34 35 32 33 46 47 44 45 42 43 40 41
7 4 5 6 3 0 1 2 11 8 9 10 15 12 13 14 23 20 21 22 19 16 17 18 27 24 25 26 31 28 29 30 39 36 37 38 35 32 33 34 43 40 41 42 47 44 45 46
8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39
9 10 11 8 13 14 15 12 5 6 7 4 1 2 3 0 25 26 27 24 29 30 31 28 21 22 23 20 17 18 19 16 41 42 43 40 45 46 47 44 37 38 39 36 33 34 35 32
10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5 26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21 42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37
11 8 9 10 15 12 13 14 7 4 5 6 3 0 1 2 27 24 25 26 31 28 29 30 23 20 21 22 19 16 17 18 43 40 41 42 47 44 45 46 39 36 37 38 35 32 33 34
12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35
13 14 15 12 9 10 11 8 1 2 3 0 5 6 7 4 29 30 31 28 25 26 27 24 17 18 19 16 21 22 23 20 45 46 47 44 41 42 43 40 33 34 35 32 37 38 39 36
14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1 30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17 46 47 44 45 42 43 40 41 38 39 36 37 34 35 32 33
15 12 13 14 11 8 9 10 3 0 1 2 7 4 5 6 31 28 29 30 27 24 25 26 19 16 17 18 23 20 21 22 47 44 45 46 43 40 41 42 35 32 33 34 39 36 37 38
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 18 19 16 21 22 23 20 29 30 31 28 25 26 27 24 33 34 35 32 37 38 39 36 45 46 47 44 41 42 43 40 1 2 3 0 5 6 7 4 13 14 15 12 9 10 11 8
18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29 34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45 2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13
19 16 17 18 23 20 21 22 31 28 29 30 27 24 25 26 35 32 33 34 39 36 37 38 47 44 45 46 43 40 41 42 3 0 1 2 7 4 5 6 15 12 13 14 11 8 9 10
20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11
21 22 23 20 17 18 19 16 25 26 27 24 29 30 31 28 37 38 39 36 33 34 35 32 41 42 43 40 45 46 47 44 5 6 7 4 1 2 3 0 9 10 11 8 13 14 15 12
22 23 20 21 18 19 16 17 30 31 28 29 26 27 24 25 38 39 36 37 34 35 32 33 46 47 44 45 42 43 40 41 6 7 4 5 2 3 0 1 14 15 12 13 10 11 8 9
23 20 21 22 19 16 17 18 27 24 25 26 31 28 29 30 39 36 37 38 35 32 33 34 43 40 41 42 47 44 45 46 7 4 5 6 3 0 1 2 11 8 9 10 15 12 13 14
24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7
25 26 27 24 29 30 31 28 21 22 23 20 17 18 19 16 41 42 43 40 45 46 47 44 37 38 39 36 33 34 35 32 9 10 11 8 13 14 15 12 5 6 7 4 1 2 3 0
26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21 42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37 10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5
27 24 25 26 31 28 29 30 23 20 21 22 19 16 17 18 43 40 41 42 47 44 45 46 39 36 37 38 35 32 33 34 11 8 9 10 15 12 13 14 7 4 5 6 3 0 1 2
28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3
29 30 31 28 25 26 27 24 17 18 19 16 21 22 23 20 45 46 47 44 41 42 43 40 33 34 35 32 37 38 39 36 13 14 15 12 9 10 11 8 1 2 3 0 5 6 7 4
30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17 46 47 44 45 42 43 40 41 38 39 36 37 34 35 32 33 14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1
31 28 29 30 27 24 25 26 19 16 17 18 23 20 21 22 47 44 45 46 43 40 41 42 35 32 33 34 39 36 37 38 15 12 13 14 11 8 9 10 3 0 1 2 7 4 5 6
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 34 35 32 37 38 39 36 45 46 47 44 41 42 43 40 1 2 3 0 5 6 7 4 13 14 15 12 9 10 11 8 17 18 19 16 21 22 23 20 29 30 31 28 25 26 27 24
34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45 2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13 18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29
35 32 33 34 39 36 37 38 47 44 45 46 43 40 41 42 3 0 1 2 7 4 5 6 15 12 13 14 11 8 9 10 19 16 17 18 23 20 21 22 31 28 29 30 27 24 25 26
36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27
37 38 39 36 33 34 35 32 41 42 43 40 45 46 47 44 5 6 7 4 1 2 3 0 9 10 11 8 13 14 15 12 21 22 23 20 17 18 19 16 25 26 27 24 29 30 31 28
38 39 36 37 34 35 32 33 46 47 44 45 42 43 40 41 6 7 4 5 2 3 0 1 14 15 12 13 10 11 8 9 22 23 20 21 18 19 16 17 30 31 28 29 26 27 24 25
39 36 37 38 35 32 33 34 43 40 41 42 47 44 45 46 7 4 5 6 3 0 1 2 11 8 9 10 15 12 13 14 23 20 21 22 19 16 17 18 27 24 25 26 31 28 29 30
40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
41 42 43 40 45 46 47 44 37 38 39 36 33 34 35 32 9 10 11 8 13 14 15 12 5 6 7 4 1 2 3 0 25 26 27 24 29 30 31 28 21 22 23 20 17 18 19 16
42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37 10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5 26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21
43 40 41 42 47 44 45 46 39 36 37 38 35 32 33 34 11 8 9 10 15 12 13 14 7 4 5 6 3 0 1 2 27 24 25 26 31 28 29 30 23 20 21 22 19 16 17 18
44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19
45 46 47 44 41 42 43 40 33 34 35 32 37 38 39 36 13 14 15 12 9 10 11 8 1 2 3 0 5 6 7 4 29 30 31 28 25 26 27 24 17 18 19 16 21 22 23 20
46 47 44 45 42 43 40 41 38 39 36 37 34 35 32 33 14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1 30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17
47 44 45 46 43 40 41 42 35 32 33 34 39 36 37 38 15 12 13 14 11 8 9 10 3 0 1 2 7 4 5 6 31 28 29 30 27 24 25 26 19 16 17 18 23 20 21 22
Z3:Z2xZ2:Z4
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 2 3 0 5 6 7 4 13 14 15 12 9 10 11 8 17 18 19 16 21 22 23 20 29 30 31 28 25 26 27 24 33 34 35 32 37 38 39 36 45 46 47 44 41 42 43 40
2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13 18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29 34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45
3 0 1 2 7 4 5 6 15 12 13 14 11 8 9 10 19 16 17 18 23 20 21 22 31 28 29 30 27 24 25 26 35 32 33 34 39 36 37 38 47 44 45 46 43 40 41 42
4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43
5 6 7 4 1 2 3 0 9 10 11 8 13 14 15 12 21 22 23 20 17 18 19 16 25 26 27 24 29 30 31 28 37 38 39 36 33 34 35 32 41 42 43 40 45 46 47 44
6 7 4 5 2 3 0 1 14 15 12 13 10 11 8 9 22 23 20 21 18 19 16 17 30 31 28 29 26 27 24 25 38 39 36 37 34 35 32 33 46 47 44 45 42 43 40 41
7 4 5 6 3 0 1 2 11 8 9 10 15 12 13 14 23 20 21 22 19 16 17 18 27 24 25 26 31 28 29 30 39 36 37 38 35 32 33 34 43 40 41 42 47 44 45 46
8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39 24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23
9 10 11 8 13 14 15 12 5 6 7 4 1 2 3 0 41 42 43 40 45 46 47 44 37 38 39 36 33 34 35 32 25 26 27 24 29 30 31 28 21 22 23 20 17 18 19 16
10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5 42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37 26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21
11 8 9 10 15 12 13 14 7 4 5 6 3 0 1 2 43 40 41 42 47 44 45 46 39 36 37 38 35 32 33 34 27 24 25 26 31 28 29 30 23 20 21 22 19 16 17 18
12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19
13 14 15 12 9 10 11 8 1 2 3 0 5 6 7 4 45 46 47 44 41 42 43 40 33 34 35 32 37 38 39 36 29 30 31 28 25 26 27 24 17 18 19 16 21 22 23 20
14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1 46 47 44 45 42 43 40 41 38 39 36 37 34 35 32 33 30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17
15 12 13 14 11 8 9 10 3 0 1 2 7 4 5 6 47 44 45 46 43 40 41 42 35 32 33 34 39 36 37 38 31 28 29 30 27 24 25 26 19 16 17 18 23 20 21 22
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 18 19 16 21 22 23 20 29 30 31 28 25 26 27 24 33 34 35 32 37 38 39 36 45 46 47 44 41 42 43 40 1 2 3 0 5 6 7 4 13 14 15 12 9 10 11 8
18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29 34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45 2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13
19 16 17 18 23 20 21 22 31 28 29 30 27 24 25 26 35 32 33 34 39 36 37 38 47 44 45 46 43 40 41 42 3 0 1 2 7 4 5 6 15 12 13 14 11 8 9 10
20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11
21 22 23 20 17 18 19 16 25 26 27 24 29 30 31 28 37 38 39 36 33 34 35 32 41 42 43 40 45 46 47 44 5 6 7 4 1 2 3 0 9 10 11 8 13 14 15 12
22 23 20 21 18 19 16 17 30 31 28 29 26 27 24 25 38 39 36 37 34 35 32 33 46 47 44 45 42 43 40 41 6 7 4 5 2 3 0 1 14 15 12 13 10 11 8 9
23 20 21 22 19 16 17 18 27 24 25 26 31 28 29 30 39 36 37 38 35 32 33 34 43 40 41 42 47 44 45 46 7 4 5 6 3 0 1 2 11 8 9 10 15 12 13 14
24 25 26 27 28 29 30 31 16 17 18 19 20 21 22 23 8 9 10 11 12 13 14 15 0 1 2 3 4 5 6 7 40 41 42 43 44 45 46 47 32 33 34 35 36 37 38 39
25 26 27 24 29 30 31 28 21 22 23 20 17 18 19 16 9 10 11 8 13 14 15 12 5 6 7 4 1 2 3 0 41 42 43 40 45 46 47 44 37 38 39 36 33 34 35 32
26 27 24 25 30 31 28 29 18 19 16 17 22 23 20 21 10 11 8 9 14 15 12 13 2 3 0 1 6 7 4 5 42 43 40 41 46 47 44 45 34 35 32 33 38 39 36 37
27 24 25 26 31 28 29 30 23 20 21 22 19 16 17 18 11 8 9 10 15 12 13 14 7 4 5 6 3 0 1 2 43 40 41 42 47 44 45 46 39 36 37 38 35 32 33 34
28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 44 45 46 47 40 41 42 43 36 37 38 39 32 33 34 35
29 30 31 28 25 26 27 24 17 18 19 16 21 22 23 20 13 14 15 12 9 10 11 8 1 2 3 0 5 6 7 4 45 46 47 44 41 42 43 40 33 34 35 32 37 38 39 36
30 31 28 29 26 27 24 25 22 23 20 21 18 19 16 17 14 15 12 13 10 11 8 9 6 7 4 5 2 3 0 1 46 47 44 45 42 43 40 41 38 39 36 37 34 35 32 33
31 28 29 30 27 24 25 26 19 16 17 18 23 20 21 22 15 12 13 14 11 8 9 10 3 0 1 2 7 4 5 6 47 44 45 46 43 40 41 42 35 32 33 34 39 36 37 38
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 34 35 32 37 38 39 36 45 46 47 44 41 42 43 40 1 2 3 0 5 6 7 4 13 14 15 12 9 10 11 8 17 18 19 16 21 22 23 20 29 30 31 28 25 26 27 24
34 35 32 33 38 39 36 37 42 43 40 41 46 47 44 45 2 3 0 1 6 7 4 5 10 11 8 9 14 15 12 13 18 19 16 17 22 23 20 21 26 27 24 25 30 31 28 29
35 32 33 34 39 36 37 38 47 44 45 46 43 40 41 42 3 0 1 2 7 4 5 6 15 12 13 14 11 8 9 10 19 16 17 18 23 20 21 22 31 28 29 30 27 24 25 26
36 37 38 39 32 33 34 35 44 45 46 47 40 41 42 43 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27
37 38 39 36 33 34 35 32 41 42 43 40 45 46 47 44 5 6 7 4 1 2 3 0 9 10 11 8 13 14 15 12 21 22 23 20 17 18 19 16 25 26 27 24 29 30 31 28
38 39 36 37 34 35 32 33 46 47 44 45 42 43 40 41 6 7 4 5 2 3 0 1 14 15 12 13 10 11 8 9 22 23 20 21 18 19 16 17 30 31 28 29 26 27 24 25
39 36 37 38 35 32 33 34 43 40 41 42 47 44 45 46 7 4 5 6 3 0 1 2 11 8 9 10 15 12 13 14 23 20 21 22 19 16 17 18 27 24 25 26 31 28 29 30
