2 99
Z9xZ11
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98
39 40 41 42 43 33 34 35 36 37 38 50 51 52 53 54 44 45 46 47 48 49 61 62 63 64 65 55 56 57 58 59 60 72 73 74 75 76 66 67 68 69 70 71 83 84 85 86 87 77 78 79 80 81 82 94 95 96 97 98 88 89 90 91 92 93 6 7 8 9 10 0 1 2 3 4 5 17 18 19 20 21 11 12 13 14 15 16 28 29 30 31 32 22 23 24 25 26 27
40 41 42 43 33 34 35 36 37 38 39 51 52 53 54 44 45 46 47 48 49 50 62 63 64 65 55 56 57 58 59 60 61 73 74 75 76 66 67 68 69 70 71 72 84 85 86 87 77 78 79 80 81 82 83 95 96 97 98 88 89 90 91 92 93 94 7 8 9 10 0 1 2 3 4 5 6 18 19 20 21 11 12 13 14 15 16 17 29 30 31 32 22 23 24 25 26 27 28
41 42 43 33 34 35 36 37 38 39 40 52 53 54 44 45 46 47 48 49 50 51 63 64 65 55 56 57 58 59 60 61 62 74 75 76 66 67 68 69 70 71 72 73 85 86 87 77 78 79 80 81 82 83 84 96 97 98 88 89 90 91 92 93 94 95 8 9 10 0 1 2 3 4 5 6 7 19 20 21 11 12 13 14 15 16 17 18 30 31 32 22 23 24 25 26 27 28 29
42 43 33 34 35 36 37 38 39 40 41 53 54 44 45 46 47 48 49 50 51 52 64 65 55 56 57 58 59 60 61 62 63 75 76 66 67 68 69 70 71 72 73 74 86 87 77 78 79 80 81 82 83 84 85 97 98 88 89 90 91 92 93 94 95 96 9 10 0 1 2 3 4 5 6 7 8 20 21 11 12 13 14 15 16 17 18 19 31 32 22 23 24 25 26 27 28 29 30
43 33 34 35 36 37 38 39 40 41 42 54 44 45 46 47 48 49 50 51 52 53 65 55 56 57 58 59 60 61 62 63 64 76 66 67 68 69 70 71 72 73 74 75 87 77 78 79 80 81 82 83 84 85 86 98 88 89 90 91 92 93 94 95 96 97 10 0 1 2 3 4 5 6 7 8 9 21 11 12 13 14 15 16 17 18 19 20 32 22 23 24 25 26 27 28 29 30 31
44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 33 34 35 36 37 38 39 40 41 42 43 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 66 67 68 69 70 71 72 73 74 75 76 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 0 1 2 3 4 5 6 7 8 9 10
45 46 47 48 49 50 51 52 53 54 44 56 57 58 59 60 61 62 63 64 65 55 34 35 36 37 38 39 40 41 42 43 33 78 79 80 81 82 83 84 85 86 87 77 89 90 91 92 93 94 95 96 97 98 88 67 68 69 70 71 72 73 74 75 76 66 12 13 14 15 16 17 18 19 20 21 11 23 24 25 26 27 28 29 30 31 32 22 1 2 3 4 5 6 7 8 9 10 0
46 47 48 49 50 51 52 53 54 44 45 57 58 59 60 61 62 63 64 65 55 56 35 36 37 38 39 40 41 42 43 33 34 79 80 81 82 83 84 85 86 87 77 78 90 91 92 93 94 95 96 97 98 88 89 68 69 70 71 72 73 74 75 76 66 67 13 14 15 16 17 18 19 20 21 11 12 24 25 26 27 28 29 30 31 32 22 23 2 3 4 5 6 7 8 9 10 0 1
47 48 49 50 51 52 53 54 44 45 46 58 59 60 61 62 63 64 65 55 56 57 36 37 38 39 40 41 42 43 33 34 35 80 81 82 83 84 85 86 87 77 78 79 91 92 93 94 95 96 97 98 88 89 90 69 70 71 72 73 74 75 76 66 67 68 14 15 16 17 18 19 20 21 11 12 13 25 26 27 28 29 30 31 32 22 23 24 3 4 5 6 7 8 9 10 0 1 2
48 49 50 51 52 53 54 44 45 46 47 59 60 61 62 63 64 65 55 56 57 58 37 38 39 40 41 42 43 33 34 35 36 81 82 83 84 85 86 87 77 78 79 80 92 93 94 95 96 97 98 88 89 90 91 70 71 72 73 74 75 76 66 67 68 69 15 16 17 18 19 20 21 11 12 13 14 26 27 28 29 30 31 32 22 23 24 25 4 5 6 7 8 9 10 0 1 2 3
49 50 51 52 53 54 44 45 46 47 48 60 61 62 63 64 65 55 56 57 58 59 38 39 40 41 42 43 33 34 35 36 37 82 83 84 85 86 87 77 78 79 80 81 93 94 95 96 97 98 88 89 90 91 92 71 72 73 74 75 76 66 67 68 69 70 16 17 18 19 20 21 11 12 13 14 15 27 28 29 30 31 32 22 23 24 25 26 5 6 7 8 9 10 0 1 2 3 4
50 51 52 53 54 44 45 46 47 48 49 61 62 63 64 65 55 56 57 58 59 60 39 40 41 42 43 33 34 35 36 37 38 83 84 85 86 87 77 78 79 80 81 82 94 95 96 97 98 88 89 90 91 92 93 72 73 74 75 76 66 67 68 69 70 71 17 18 19 20 21 11 12 13 14 15 16 28 29 30 31 32 22 23 24 25 26 27 6 7 8 9 10 0 1 2 3 4 5
51 52 53 54 44 45 46 47 48 49 50 62 63 64 65 55 56 57 58 59 60 61 40 41 42 43 33 34 35 36 37 38 39 84 85 86 87 77 78 79 80 81 82 83 95 96 97 98 88 89 90 91 92 93 94 73 74 75 76 66 67 68 69 70 71 72 18 19 20 21 11 12 13 14 15 16 17 29 30 31 32 22 23 24 25 26 27 28 7 8 9 10 0 1 2 3 4 5 6
52 53 54 44 45 46 47 48 49 50 51 63 64 65 55 56 57 58 59 60 61 62 41 42 43 33 34 35 36 37 38 39 40 85 86 87 77 78 79 80 81 82 83 84 96 97 98 88 89 90 91 92 93 94 95 74 75 76 66 67 68 69 70 71 72 73 19 20 21 11 12 13 14 15 16 17 18 30 31 32 22 23 24 25 26 27 28 29 8 9 10 0 1 2 3 4 5 6 7
53 54 44 45 46 47 48 49 50 51 52 64 65 55 56 57 58 59 60 61 62 63 42 43 33 34 35 36 37 38 39 40 41 86 87 77 78 79 80 81 82 83 84 85 97 98 88 89 90 91 92 93 94 95 96 75 76 66 67 68 69 70 71 72 73 74 20 21 11 12 13 14 15 16 17 18 19 31 32 22 23 24 25 26 27 28 29 30 9 10 0 1 2 3 4 5 6 7 8
54 44 45 46 47 48 49 50 51 52 53 65 55 56 57 58 59 60 61 62 63 64 43 33 34 35 36 37 38 39 40 41 42 87 77 78 79 80 81 82 83 84 85 86 98 88 89 90 91 92 93 94 95 96 97 76 66 67 68 69 70 71 72 73 74 75 21 11 12 13 14 15 16 17 18 19 20 32 22 23 24 25 26 27 28 29 30 31 10 0 1 2 3 4 5 6 7 8 9
55 56 57 58 59 60 61 62 63 64 65 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 88 89 90 91 92 93 94 95 96 97 98 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 22 23 24 25 26 27 28 29 30 31 32 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
56 57 58 59 60 61 62 63 64 65 55 34 35 36 37 38 39 40 41 42 43 33 45 46 47 48 49 50 51 52 53 54 44 89 90 91 92 93 94 95 96 97 98 88 67 68 69 70 71 72 73 74 75 76 66 78 79 80 81 82 83 84 85 86 87 77 23 24 25 26 27 28 29 30 31 32 22 1 2 3 4 5 6 7 8 9 10 0 12 13 14 15 16 17 18 19 20 21 11
57 58 59 60 61 62 63 64 65 55 56 35 36 37 38 39 40 41 42 43 33 34 46 47 48 49 50 51 52 53 54 44 45 90 91 92 93 94 95 96 97 98 88 89 68 69 70 71 72 73 74 75 76 66 67 79 80 81 82 83 84 85 86 87 77 78 24 25 26 27 28 29 30 31 32 22 23 2 3 4 5 6 7 8 9 10 0 1 13 14 15 16 17 18 19 20 21 11 12
58 59 60 61 62 63 64 65 55 56 57 36 37 38 39 40 41 42 43 33 34 35 47 48 49 50 51 52 53 54 44 45 46 91 92 93 94 95 96 97 98 88 89 90 69 70 71 72 73 74 75 76 66 67 68 80 81 82 83 84 85 86 87 77 78 79 25 26 27 28 29 30 31 32 22 23 24 3 4 5 6 7 8 9 10 0 1 2 14 15 16 17 18 19 20 21 11 12 13
59 60 61 62 63 64 65 55 56 57 58 37 38 39 40 41 42 43 33 34 35 36 48 49 50 51 52 53 54 44 45 46 47 92 93 94 95 96 97 98 88 89 90 91 70 71 72 73 74 75 76 66 67 68 69 81 82 83 84 85 86 87 77 78 79 80 26 27 28 29 30 31 32 22 23 24 25 4 5 6 7 8 9 10 0 1 2 3 15 16 17 18 19 20 21 11 12 13 14
60 61 62 63 64 65 55 56 57 58 59 38 39 40 41 42 43 33 34 35 36 37 49 50 51 52 53 54 44 45 46 47 48 93 94 95 96 97 98 88 89 90 91 92 71 72 73 74 75 76 66 67 68 69 70 82 83 84 85 86 87 77 78 79 80 81 27 28 29 30 31 32 22 23 24 25 26 5 6 7 8 9 10 0 1 2 3 4 16 17 18 19 20 21 11 12 13 14 15
61 62 63 64 65 55 56 57 58 59 60 39 40 41 42 43 33 34 35 36 37 38 50 51 52 53 54 44 45 46 47 48 49 94 95 96 97 98 88 89 90 91 92 93 72 73 74 75 76 66 67 68 69 70 71 83 84 85 86 87 77 78 79 80 81 82 28 29 30 31 32 22 23 24 25 26 27 6 7 8 9 10 0 1 2 3 4 5 17 18 19 20 21 11 12 13 14 15 16
62 63 64 65 55 56 57 58 59 60 61 40 41 42 43 33 34 35 36 37 38 39 51 52 53 54 44 45 46 47 48 49 50 95 96 97 98 88 89 90 91 92 93 94 73 74 75 76 66 67 68 69 70 71 72 84 85 86 87 77 78 79 80 81 82 83 29 30 31 32 22 23 24 25 26 27 28 7 8 9 10 0 1 2 3 4 5 6 18 19 20 21 11 12 13 14 15 16 17
63 64 65 55 56 57 58 59 60 61 62 41 42 43 33 34 35 36 37 38 39 40 52 53 54 44 45 46 47 48 49 50 51 96 97 98 88 89 90 91 92 93 94 95 74 75 76 66 67 68 69 70 71 72 73 85 86 87 77 78 79 80 81 82 83 84 30 31 32 22 23 24 25 26 27 28 29 8 9 10 0 1 2 3 4 5 6 7 19 20 21 11 12 13 14 15 16 17 18
64 65 55 56 57 58 59 60 61 62 63 42 43 33 34 35 36 37 38 39 40 41 53 54 44 45 46 47 48 49 50 51 52 97 98 88 89 90 91 92 93 94 95 96 75 76 66 67 68 69 70 71 72 73 74 86 87 77 78 79 80 81 82 83 84 85 31 32 22 23 24 25 26 27 28 29 30 9 10 0 1 2 3 4 5 6 7 8 20 21 11 12 13 14 15 16 17 18 19
65 55 56 57 58 59 60 61 62 63 64 43 33 34 35 36 37 38 39 40 41 42 54 44 45 46 47 48 49 50 51 52 53 98 88 89 90 91 92 93 94 95 96 97 76 66 67 68 69 70 71 72 73 74 75 87 77 78 79 80 81 82 83 84 85 86 32 22 23 24 25 26 27 28 29 30 31 10 0 1 2 3 4 5 6 7 8 9 21 11 12 13 14 15 16 17 18 19 20
66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65
67 68 69 70 71 72 73 74 75 76 66 78 79 80 81 82 83 84 85 86 87 77 89 90 91 92 93 94 95 96 97 98 88 1 2 3 4 5 6 7 8 9 10 0 12 13 14 15 16 17 18 19 20 21 11 23 24 25 26 27 28 29 30 31 32 22 34 35 36 37 38 39 40 41 42 43 33 45 46 47 48 49 50 51 52 53 54 44 56 57 58 59 60 61 62 63 64 65 55
68 69 70 71 72 73 74 75 76 66 67 79 80 81 82 83 84 85 86 87 77 78 90 91 92 93 94 95 96 97 98 88 89 2 3 4 5 6 7 8 9 10 0 1 13 14 15 16 17 18 19 20 21 11 12 24 25 26 27 28 29 30 31 32 22 23 35 36 37 38 39 40 41 42 43 33 34 46 47 48 49 50 51 52 53 54 44 45 57 58 59 60 61 62 63 64 65 55 56
69 70 71 72 73 74 75 76 66 67 68 80 81 82 83 84 85 86 87 77 78 79 91 92 93 94 95 96 97 98 88 89 90 3 4 5 6 7 8 9 10 0 1 2 14 15 16 17 18 19 20 21 11 12 13 25 26 27 28 29 30 31 32 22 23 24 36 37 38 39 40 41 42 43 33 34 35 47 48 49 50 51 52 53 54 44 45 46 58 59 60 61 62 63 64 65 55 56 57
70 71 72 73 74 75 76 66 67 68 69 81 82 83 84 85 86 87 77 78 79 80 92 93 94 95 96 97 98 88 89 90 91 4 5 6 7 8 9 10 0 1 2 3 15 16 17 18 19 20 21 11 12 13 14 26 27 28 29 30 31 32 22 23 24 25 37 38 39 40 41 42 43 33 34 35 36 48 49 50 51 52 53 54 44 45 46 47 59 60 61 62 63 64 65 55 56 57 58
71 72 73 74 75 76 66 67 68 69 70 82 83 84 85 86 87 77 78 79 80 81 93 94 95 96 97 98 88 89 90 91 92 5 6 7 8 9 10 0 1 2 3 4 16 17 18 19 20 21 11 12 13 14 15 27 28 29 30 31 32 22 23 24 25 26 38 39 40 41 42 43 33 34 35 36 37 49 50 51 52 53 54 44 45 46 47 48 60 61 62 63 64 65 55 56 57 58 59
72 73 74 75 76 66 67 68 69 70 71 83 84 85 86 87 77 78 79 80 81 82 94 95 96 97 98 88 89 90 91 92 93 6 7 8 9 10 0 1 2 3 4 5 17 18 19 20 21 11 12 13 14 15 16 28 29 30 31 32 22 23 24 25 26 27 39 40 41 42 43 33 34 35 36 37 38 50 51 52 53 54 44 45 46 47 48 49 61 62 63 64 65 55 56 57 58 59 60
73 74 75 76 66 67 68 69 70 71 72 84 85 86 87 77 78 79 80 81 82 83 95 96 97 98 88 89 90 91 92 93 94 7 8 9 10 0 1 2 3 4 5 6 18 19 20 21 11 12 13 14 15 16 17 29 30 31 32 22 23 24 25 26 27 28 40 41 42 43 33 34 35 36 37 38 39 51 52 53 54 44 45 46 47 48 49 50 62 63 64 65 55 56 57 58 59 60 61
74 75 76 66 67 68 69 70 71 72 73 85 86 87 77 78 79 80 81 82 83 84 96 97 98 88 89 90 91 92 93 94 95 8 9 10 0 1 2 3 4 5 6 7 19 20 21 11 12 13 14 15 16 17 18 30 31 32 22 23 24 25 26 27 28 29 41 42 43 33 34 35 36 37 38 39 40 52 53 54 44 45 46 47 48 49 50 51 63 64 65 55 56 57 58 59 60 61 62
75 76 66 67 68 69 70 71 72 73 74 86 87 77 78 79 80 81 82 83 84 85 97 98 88 89 90 91 92 93 94 95 96 9 10 0 1 2 3 4 5 6 7 8 20 21 11 12 13 14 15 16 17 18 19 31 32 22 23 24 25 26 27 28 29 30 42 43 33 34 35 36 37 38 39 40 41 53 54 44 45 46 47 48 49 50 51 52 64 65 55 56 57 58 59 60 61 62 63
76 66 67 68 69 70 71 72 73 74 75 87 77 78 79 80 81 82 83 84 85 86 98 88 89 90 91 92 93 94 95 96 97 10 0 1 2 3 4 5 6 7 8 9 21 11 12 13 14 15 16 17 18 19 20 32 22 23 24 25 26 27 28 29 30 31 43 33 34 35 36 37 38 39 40 41 42 54 44 45 46 47 48 49 50 51 52 53 65 55 56 57 58 59 60 61 62 63 64
77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 66 67 68 69 70 71 72 73 74 75 76 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 0 1 2 3 4 5 6 7 8 9 10 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 33 34 35 36 37 38 39 40 41 42 43
78 79 80 81 82 83 84 85 86 87 77 89 90 91 92 93 94 95 96 97 98 88 67 68 69 70 71 72 73 74 75 76 66 12 13 14 15 16 17 18 19 20 21 11 23 24 25 26 27 28 29 30 31 32 22 1 2 3 4 5 6 7 8 9 10 0 45 46 47 48 49 50 51 52 53 54 44 56 57 58 59 60 61 62 63 64 65 55 34 35 36 37 38 39 40 41 42 43 33
79 80 81 82 83 84 85 86 87 77 78 90 91 92 93 94 95 96 97 98 88 89 68 69 70 71 72 73 74 75 76 66 67 13 14 15 16 17 18 19 20 21 11 12 24 25 26 27 28 29 30 31 32 22 23 2 3 4 5 6 7 8 9 10 0 1 46 47 48 49 50 51 52 53 54 44 45 57 58 59 60 61 62 63 64 65 55 56 35 36 37 38 39 40 41 42 43 33 34
80 81 82 83 84 85 86 87 77 78 79 91 92 93 94 95 96 97 98 88 89 90 69 70 71 72 73 74 75 76 66 67 68 14 15 16 17 18 19 20 21 11 12 13 25 26 27 28 29 30 31 32 22 23 24 3 4 5 6 7 8 9 10 0 1 2 47 48 49 50 51 52 53 54 44 45 46 58 59 60 61 62 63 64 65 55 56 57 36 37 38 39 40 41 42 43 33 34 35
81 82 83 84 85 86 87 77 78 79 80 92 93 94 95 96 97 98 88 89 90 91 70 71 72 73 74 75 76 66 67 68 69 15 16 17 18 19 20 21 11 12 13 14 26 27 28 29 30 31 32 22 23 24 25 4 5 6 7 8 9 10 0 1 2 3 48 49 50 51 52 53 54 44 45 46 47 59 60 61 62 63 64 65 55 56 57 58 37 38 39 40 41 42 43 33 34 35 36
82 83 84 85 86 87 77 78 79 80 81 93 94 95 96 97 98 88 89 90 91 92 71 72 73 74 75 76 66 67 68 69 70 16 17 18 19 20 21 11 12 13 14 15 27 28 29 30 31 32 22 23 24 25 26 5 6 7 8 9 10 0 1 2 3 4 49 50 51 52 53 54 44 45 46 47 48 60 61 62 63 64 65 55 56 57 58 59 38 39 40 41 42 43 33 34 35 36 37
83 84 85 86 87 77 78 79 80 81 82 94 95 96 97 98 88 89 90 91 92 93 72 73 74 75 76 66 67 68 69 70 71 17 18 19 20 21 11 12 13 14 15 16 28 29 30 31 32 22 23 24 25 26 27 6 7 8 9 10 0 1 2 3 4 5 50 51 52 53 54 44 45 46 47 48 49 61 62 63 64 65 55 56 57 58 59 60 39 40 41 42 43 33 34 35 36 37 38
84 85 86 87 77 78 79 80 81 82 83 95 96 97 98 88 89 90 91 92 93 94 73 74 75 76 66 67 68 69 70 71 72 18 19 20 21 11 12 13 14 15 16 17 29 30 31 32 22 23 24 25 26 27 28 7 8 9 10 0 1 2 3 4 5 6 51 52 53 54 44 45 46 47 48 49 50 62 63 64 65 55 56 57 58 59 60 61 40 41 42 43 33 34 35 36 37 38 39
85 86 87 77 78 79 80 81 82 83 84 96 97 98 88 89 90 91 92 93 94 95 74 75 76 66 67 68 69 70 71 72 73 19 20 21 11 12 13 14 15 16 17 18 30 31 32 22 23 24 25 26 27 28 29 8 9 10 0 1 2 3 4 5 6 7 52 53 54 44 45 46 47 48 49 50 51 63 64 65 55 56 57 58 59 60 61 62 41 42 43 33 34 35 36 37 38 39 40
86 87 77 78 79 80 81 82 83 84 85 97 98 88 89 90 91 92 93 94 95 96 75 76 66 67 68 69 70 71 72 73 74 20 21 11 12 13 14 15 16 17 18 19 31 32 22 23 24 25 26 27 28 29 30 9 10 0 1 2 3 4 5 6 7 8 53 54 44 45 46 47 48 49 50 51 52 64 65 55 56 57 58 59 60 61 62 63 42 43 33 34 35 36 37 38 39 40 41
87 77 78 79 80 81 82 83 84 85 86 98 88 89 90 91 92 93 94 95 96 97 76 66 67 68 69 70 71 72 73 74 75 21 11 12 13 14 15 16 17 18 19 20 32 22 23 24 25 26 27 28 29 30 31 10 0 1 2 3 4 5 6 7 8 9 54 44 45 46 47 48 49 50 51 52 53 65 55 56 57 58 59 60 61 62 63 64 43 33 34 35 36 37 38 39 40 41 42
88 89 90 91 92 93 94 95 96 97 98 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 22 23 24 25 26 27 28 29 30 31 32 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 55 56 57 58 59 60 61 62 63 64 65 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54
89 90 91 92 93 94 95 96 97 98 88 67 68 69 70 71 72 73 74 75 76 66 78 79 80 81 82 83 84 85 86 87 77 23 24 25 26 27 28 29 30 31 32 22 1 2 3 4 5 6 7 8 9 10 0 12 13 14 15 16 17 18 19 20 21 11 56 57 58 59 60 61 62 63 64 65 55 34 35 36 37 38 39 40 41 42 43 33 45 46 47 48 49 50 51 52 53 54 44
90 91 92 93 94 95 96 97 98 88 89 68 69 70 71 72 73 74 75 76 66 67 79 80 81 82 83 84 85 86 87 77 78 24 25 26 27 28 29 30 31 32 22 23 2 3 4 5 6 7 8 9 10 0 1 13 14 15 16 17 18 19 20 21 11 12 57 58 59 60 61 62 63 64 65 55 56 35 36 37 38 39 40 41 42 43 33 34 46 47 48 49 50 51 52 53 54 44 45
91 92 93 94 95 96 97 98 88 89 90 69 70 71 72 73 74 75 76 66 67 68 80 81 82 83 84 85 86 87 77 78 79 25 26 27 28 29 30 31 32 22 23 24 3 4 5 6 7 8 9 10 0 1 2 14 15 16 17 18 19 20 21 11 12 13 58 59 60 61 62 63 64 65 55 56 57 36 37 38 39 40 41 42 43 33 34 35 47 48 49 50 51 52 53 54 44 45 46
92 93 94 95 96 97 98 88 89 90 91 70 71 72 73 74 75 76 66 67 68 69 81 82 83 84 85 86 87 77 78 79 80 26 27 28 29 30 31 32 22 23 24 25 4 5 6 7 8 9 10 0 1 2 3 15 16 17 18 19 20 21 11 12 13 14 59 60 61 62 63 64 65 55 56 57 58 37 38 39 40 41 42 43 33 34 35 36 48 49 50 51 52 53 54 44 45 46 47
93 94 95 96 97 98 88 89 90 91 92 71 72 73 74 75 76 66 67 68 69 70 82 83 84 85 86 87 77 78 79 80 81 27 28 29 30 31 32 22 23 24 25 26 5 6 7 8 9 10 0 1 2 3 4 16 17 18 19 20 21 11 12 13 14 15 60 61 62 63 64 65 55 56 57 58 59 38 39 40 41 42 43 33 34 35 36 37 49 50 51 52 53 54 44 45 46 47 48
94 95 96 97 98 88 89 90 91 92 93 72 73 74 75 76 66 67 68 69 70 71 83 84 85 86 87 77 78 79 80 81 82 28 29 30 31 32 22 23 24 25 26 27 6 7 8 9 10 0 1 2 3 4 5 17 18 19 20 21 11 12 13 14 15 16 61 62 63 64 65 55 56 57 58 59 60 39 40 41 42 43 33 34 35 36 37 38 50 51 52 53 54 44 45 46 47 48 49
95 96 97 98 88 89 90 91 92 93 94 73 74 75 76 66 67 68 69 70 71 72 84 85 86 87 77 78 79 80 81 82 83 29 30 31 32 22 23 24 25 26 27 28 7 8 9 10 0 1 2 3 4 5 6 18 19 20 21 11 12 13 14 15 16 17 62 63 64 65 55 56 57 58 59 60 61 40 41 42 43 33 34 35 36 37 38 39 51 52 53 54 44 45 46 47 48 49 50
96 97 98 88 89 90 91 92 93 94 95 74 75 76 66 67 68 69 70 71 72 73 85 86 87 77 78 79 80 81 82 83 84 30 31 32 22 23 24 25 26 27 28 29 8 9 10 0 1 2 3 4 5 6 7 19 20 21 11 12 13 14 15 16 17 18 63 64 65 55 56 57 58 59 60 61 62 41 42 43 33 34 35 36 37 38 39 40 52 53 54 44 45 46 47 48 49 50 51
97 98 88 89 90 91 92 93 94 95 96 75 76 66 67 68 69 70 71 72 73 74 86 87 77 78 79 80 81 82 83 84 85 31 32 22 23 24 25 26 27 28 29 30 9 10 0 1 2 3 4 5 6 7 8 20 21 11 12 13 14 15 16 17 18 19 64 65 55 56 57 58 59 60 61 62 63 42 43 33 34 35 36 37 38 39 40 41 53 54 44 45 46 47 48 49 50 51 52
98 88 89 90 91 92 93 94 95 96 97 76 66 67 68 69 70 71 72 73 74 75 87 77 78 79 80 81 82 83 84 85 86 32 22 23 24 25 26 27 28 29 30 31 10 0 1 2 3 4 5 6 7 8 9 21 11 12 13 14 15 16 17 18 19 20 65 55 56 57 58 59 60 61 62 63 64 43 33 34 35 36 37 38 39 40 41 42 54 44 45 46 47 48 49 50 51 52 53
