14 40
Z8xZ5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
26 27 28 29 20 21 22 23 24 25 36 37 38 39 30 31 32 33 34 35 6 7 8 9 0 1 2 3 4 5 16 17 18 19 10 11 12 13 14 15
27 26 25 24 23 22 21 20 29 28 37 36 35 34 33 32 31 30 39 38 17 16 15 14 13 12 11 10 19 18 7 6 5 4 3 2 1 0 9 8
28 29 20 21 22 23 24 25 26 27 38 39 30 31 32 33 34 35 36 37 8 9 0 1 2 3 4 5 6 7 18 19 10 11 12 13 14 15 16 17
29 28 27 26 25 24 23 22 21 20 39 38 37 36 35 34 33 32 31 30 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0
30 31 32 33 34 35 36 37 38 39 20 21 22 23 24 25 26 27 28 29 10 11 12 13 14 15 16 17 18 19 0 1 2 3 4 5 6 7 8 9
31 30 39 38 37 36 35 34 33 32 21 20 29 28 27 26 25 24 23 22 1 0 9 8 7 6 5 4 3 2 11 10 19 18 17 16 15 14 13 12
32 33 34 35 36 37 38 39 30 31 22 23 24 25 26 27 28 29 20 21 12 13 14 15 16 17 18 19 10 11 2 3 4 5 6 7 8 9 0 1
33 32 31 30 39 38 37 36 35 34 23 22 21 20 29 28 27 26 25 24 3 2 1 0 9 8 7 6 5 4 13 12 11 10 19 18 17 16 15 14
34 35 36 37 38 39 30 31 32 33 24 25 26 27 28 29 20 21 22 23 14 15 16 17 18 19 10 11 12 13 4 5 6 7 8 9 0 1 2 3
35 34 33 32 31 30 39 38 37 36 25 24 23 22 21 20 29 28 27 26 5 4 3 2 1 0 9 8 7 6 15 14 13 12 11 10 19 18 17 16
36 37 38 39 30 31 32 33 34 35 26 27 28 29 20 21 22 23 24 25 16 17 18 19 10 11 12 13 14 15 6 7 8 9 0 1 2 3 4 5
37 36 35 34 33 32 31 30 39 38 27 26 25 24 23 22 21 20 29 28 7 6 5 4 3 2 1 0 9 8 17 16 15 14 13 12 11 10 19 18
38 39 30 31 32 33 34 35 36 37 28 29 20 21 22 23 24 25 26 27 18 19 10 11 12 13 14 15 16 17 8 9 0 1 2 3 4 5 6 7
39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 9 8 7 6 5 4 3 2 1 0 19 18 17 16 15 14 13 12 11 10
Z5:Z8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
1 2 3 4 5 6 7 0 17 18 19 20 21 22 23 16 33 34 35 36 37 38 39 32 9 10 11 12 13 14 15 8 25 26 27 28 29 30 31 24
2 3 4 5 6 7 0 1 34 35 36 37 38 39 32 33 26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17 10 11 12 13 14 15 8 9
3 4 5 6 7 0 1 2 27 28 29 30 31 24 25 26 11 12 13 14 15 8 9 10 35 36 37 38 39 32 33 34 19 20 21 22 23 16 17 18
4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35
5 6 7 0 1 2 3 4 21 22 23 16 17 18 19 20 37 38 39 32 33 34 35 36 13 14 15 8 9 10 11 12 29 30 31 24 25 26 27 28
6 7 0 1 2 3 4 5 38 39 32 33 34 35 36 37 30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21 14 15 8 9 10 11 12 13
7 0 1 2 3 4 5 6 31 24 25 26 27 28 29 30 15 8 9 10 11 12 13 14 39 32 33 34 35 36 37 38 23 16 17 18 19 20 21 22
8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7
9 10 11 12 13 14 15 8 25 26 27 28 29 30 31 24 1 2 3 4 5 6 7 0 17 18 19 20 21 22 23 16 33 34 35 36 37 38 39 32
10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1 34 35 36 37 38 39 32 33 26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17
11 12 13 14 15 8 9 10 35 36 37 38 39 32 33 34 19 20 21 22 23 16 17 18 3 4 5 6 7 0 1 2 27 28 29 30 31 24 25 26
12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3
13 14 15 8 9 10 11 12 29 30 31 24 25 26 27 28 5 6 7 0 1 2 3 4 21 22 23 16 17 18 19 20 37 38 39 32 33 34 35 36
14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5 38 39 32 33 34 35 36 37 30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21
15 8 9 10 11 12 13 14 39 32 33 34 35 36 37 38 23 16 17 18 19 20 21 22 7 0 1 2 3 4 5 6 31 24 25 26 27 28 29 30
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 18 19 20 21 22 23 16 33 34 35 36 37 38 39 32 9 10 11 12 13 14 15 8 25 26 27 28 29 30 31 24 1 2 3 4 5 6 7 0
18 19 20 21 22 23 16 17 10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1 34 35 36 37 38 39 32 33 26 27 28 29 30 31 24 25
19 20 21 22 23 16 17 18 3 4 5 6 7 0 1 2 27 28 29 30 31 24 25 26 11 12 13 14 15 8 9 10 35 36 37 38 39 32 33 34
20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11
21 22 23 16 17 18 19 20 37 38 39 32 33 34 35 36 13 14 15 8 9 10 11 12 29 30 31 24 25 26 27 28 5 6 7 0 1 2 3 4
22 23 16 17 18 19 20 21 14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5 38 39 32 33 34 35 36 37 30 31 24 25 26 27 28 29
23 16 17 18 19 20 21 22 7 0 1 2 3 4 5 6 31 24 25 26 27 28 29 30 15 8 9 10 11 12 13 14 39 32 33 34 35 36 37 38
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 26 27 28 29 30 31 24 1 2 3 4 5 6 7 0 17 18 19 20 21 22 23 16 33 34 35 36 37 38 39 32 9 10 11 12 13 14 15 8
26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17 10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1 34 35 36 37 38 39 32 33
27 28 29 30 31 24 25 26 11 12 13 14 15 8 9 10 35 36 37 38 39 32 33 34 19 20 21 22 23 16 17 18 3 4 5 6 7 0 1 2
28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19
29 30 31 24 25 26 27 28 5 6 7 0 1 2 3 4 21 22 23 16 17 18 19 20 37 38 39 32 33 34 35 36 13 14 15 8 9 10 11 12
30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21 14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5 38 39 32 33 34 35 36 37
31 24 25 26 27 28 29 30 15 8 9 10 11 12 13 14 39 32 33 34 35 36 37 38 23 16 17 18 19 20 21 22 7 0 1 2 3 4 5 6
32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 34 35 36 37 38 39 32 9 10 11 12 13 14 15 8 25 26 27 28 29 30 31 24 1 2 3 4 5 6 7 0 17 18 19 20 21 22 23 16
34 35 36 37 38 39 32 33 26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17 10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1
35 36 37 38 39 32 33 34 19 20 21 22 23 16 17 18 3 4 5 6 7 0 1 2 27 28 29 30 31 24 25 26 11 12 13 14 15 8 9 10
36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27
37 38 39 32 33 34 35 36 13 14 15 8 9 10 11 12 29 30 31 24 25 26 27 28 5 6 7 0 1 2 3 4 21 22 23 16 17 18 19 20
38 39 32 33 34 35 36 37 30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21 14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5
39 32 33 34 35 36 37 38 23 16 17 18 19 20 21 22 7 0 1 2 3 4 5 6 31 24 25 26 27 28 29 30 15 8 9 10 11 12 13 14
Z5:Z8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
1 2 3 4 5 6 7 0 33 34 35 36 37 38 39 32 25 26 27 28 29 30 31 24 17 18 19 20 21 22 23 16 9 10 11 12 13 14 15 8
2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33
3 4 5 6 7 0 1 2 35 36 37 38 39 32 33 34 27 28 29 30 31 24 25 26 19 20 21 22 23 16 17 18 11 12 13 14 15 8 9 10
4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35
5 6 7 0 1 2 3 4 37 38 39 32 33 34 35 36 29 30 31 24 25 26 27 28 21 22 23 16 17 18 19 20 13 14 15 8 9 10 11 12
6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37
7 0 1 2 3 4 5 6 39 32 33 34 35 36 37 38 31 24 25 26 27 28 29 30 23 16 17 18 19 20 21 22 15 8 9 10 11 12 13 14
8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7
9 10 11 12 13 14 15 8 1 2 3 4 5 6 7 0 33 34 35 36 37 38 39 32 25 26 27 28 29 30 31 24 17 18 19 20 21 22 23 16
10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33 2 3 4 5 6 7 0 1
11 12 13 14 15 8 9 10 3 4 5 6 7 0 1 2 35 36 37 38 39 32 33 34 27 28 29 30 31 24 25 26 19 20 21 22 23 16 17 18
12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3
13 14 15 8 9 10 11 12 5 6 7 0 1 2 3 4 37 38 39 32 33 34 35 36 29 30 31 24 25 26 27 28 21 22 23 16 17 18 19 20
14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37 6 7 0 1 2 3 4 5
15 8 9 10 11 12 13 14 7 0 1 2 3 4 5 6 39 32 33 34 35 36 37 38 31 24 25 26 27 28 29 30 23 16 17 18 19 20 21 22
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 18 19 20 21 22 23 16 9 10 11 12 13 14 15 8 1 2 3 4 5 6 7 0 33 34 35 36 37 38 39 32 25 26 27 28 29 30 31 24
18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33 2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9
19 20 21 22 23 16 17 18 11 12 13 14 15 8 9 10 3 4 5 6 7 0 1 2 35 36 37 38 39 32 33 34 27 28 29 30 31 24 25 26
20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11
21 22 23 16 17 18 19 20 13 14 15 8 9 10 11 12 5 6 7 0 1 2 3 4 37 38 39 32 33 34 35 36 29 30 31 24 25 26 27 28
22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37 6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13
23 16 17 18 19 20 21 22 15 8 9 10 11 12 13 14 7 0 1 2 3 4 5 6 39 32 33 34 35 36 37 38 31 24 25 26 27 28 29 30
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 26 27 28 29 30 31 24 17 18 19 20 21 22 23 16 9 10 11 12 13 14 15 8 1 2 3 4 5 6 7 0 33 34 35 36 37 38 39 32
26 27 28 29 30 31 24 25 34 35 36 37 38 39 32 33 2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17
27 28 29 30 31 24 25 26 19 20 21 22 23 16 17 18 11 12 13 14 15 8 9 10 3 4 5 6 7 0 1 2 35 36 37 38 39 32 33 34
28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19
29 30 31 24 25 26 27 28 21 22 23 16 17 18 19 20 13 14 15 8 9 10 11 12 5 6 7 0 1 2 3 4 37 38 39 32 33 34 35 36
30 31 24 25 26 27 28 29 38 39 32 33 34 35 36 37 6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21
31 24 25 26 27 28 29 30 23 16 17 18 19 20 21 22 15 8 9 10 11 12 13 14 7 0 1 2 3 4 5 6 39 32 33 34 35 36 37 38
32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 34 35 36 37 38 39 32 25 26 27 28 29 30 31 24 17 18 19 20 21 22 23 16 9 10 11 12 13 14 15 8 1 2 3 4 5 6 7 0
34 35 36 37 38 39 32 33 2 3 4 5 6 7 0 1 10 11 12 13 14 15 8 9 18 19 20 21 22 23 16 17 26 27 28 29 30 31 24 25
35 36 37 38 39 32 33 34 27 28 29 30 31 24 25 26 19 20 21 22 23 16 17 18 11 12 13 14 15 8 9 10 3 4 5 6 7 0 1 2
36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27
37 38 39 32 33 34 35 36 29 30 31 24 25 26 27 28 21 22 23 16 17 18 19 20 13 14 15 8 9 10 11 12 5 6 7 0 1 2 3 4
38 39 32 33 34 35 36 37 6 7 0 1 2 3 4 5 14 15 8 9 10 11 12 13 22 23 16 17 18 19 20 21 30 31 24 25 26 27 28 29
39 32 33 34 35 36 37 38 31 24 25 26 27 28 29 30 23 16 17 18 19 20 21 22 15 8 9 10 11 12 13 14 7 0 1 2 3 4 5 6
Z5:Z4xZ2
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14 17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30 33 32 35 34 37 36 39 38
2 3 4 5 6 7 0 1 18 19 20 21 22 23 16 17 34 35 36 37 38 39 32 33 10 11 12 13 14 15 8 9 26 27 28 29 30 31 24 25
3 2 5 4 7 6 1 0 19 18 21 20 23 22 17 16 35 34 37 36 39 38 33 32 11 10 13 12 15 14 9 8 27 26 29 28 31 30 25 24
4 5 6 7 0 1 2 3 36 37 38 39 32 33 34 35 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 12 13 14 15 8 9 10 11
5 4 7 6 1 0 3 2 37 36 39 38 33 32 35 34 29 28 31 30 25 24 27 26 21 20 23 22 17 16 19 18 13 12 15 14 9 8 11 10
6 7 0 1 2 3 4 5 30 31 24 25 26 27 28 29 14 15 8 9 10 11 12 13 38 39 32 33 34 35 36 37 22 23 16 17 18 19 20 21
7 6 1 0 3 2 5 4 31 30 25 24 27 26 29 28 15 14 9 8 11 10 13 12 39 38 33 32 35 34 37 36 23 22 17 16 19 18 21 20
8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7
9 8 11 10 13 12 15 14 17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30 33 32 35 34 37 36 39 38 1 0 3 2 5 4 7 6
10 11 12 13 14 15 8 9 26 27 28 29 30 31 24 25 2 3 4 5 6 7 0 1 18 19 20 21 22 23 16 17 34 35 36 37 38 39 32 33
11 10 13 12 15 14 9 8 27 26 29 28 31 30 25 24 3 2 5 4 7 6 1 0 19 18 21 20 23 22 17 16 35 34 37 36 39 38 33 32
12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 36 37 38 39 32 33 34 35 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19
13 12 15 14 9 8 11 10 5 4 7 6 1 0 3 2 37 36 39 38 33 32 35 34 29 28 31 30 25 24 27 26 21 20 23 22 17 16 19 18
14 15 8 9 10 11 12 13 38 39 32 33 34 35 36 37 22 23 16 17 18 19 20 21 6 7 0 1 2 3 4 5 30 31 24 25 26 27 28 29
15 14 9 8 11 10 13 12 39 38 33 32 35 34 37 36 23 22 17 16 19 18 21 20 7 6 1 0 3 2 5 4 31 30 25 24 27 26 29 28
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30 33 32 35 34 37 36 39 38 1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14
18 19 20 21 22 23 16 17 34 35 36 37 38 39 32 33 10 11 12 13 14 15 8 9 26 27 28 29 30 31 24 25 2 3 4 5 6 7 0 1
19 18 21 20 23 22 17 16 35 34 37 36 39 38 33 32 11 10 13 12 15 14 9 8 27 26 29 28 31 30 25 24 3 2 5 4 7 6 1 0
20 21 22 23 16 17 18 19 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 36 37 38 39 32 33 34 35 28 29 30 31 24 25 26 27
21 20 23 22 17 16 19 18 13 12 15 14 9 8 11 10 5 4 7 6 1 0 3 2 37 36 39 38 33 32 35 34 29 28 31 30 25 24 27 26
22 23 16 17 18 19 20 21 6 7 0 1 2 3 4 5 30 31 24 25 26 27 28 29 14 15 8 9 10 11 12 13 38 39 32 33 34 35 36 37
23 22 17 16 19 18 21 20 7 6 1 0 3 2 5 4 31 30 25 24 27 26 29 28 15 14 9 8 11 10 13 12 39 38 33 32 35 34 37 36
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 24 27 26 29 28 31 30 33 32 35 34 37 36 39 38 1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14 17 16 19 18 21 20 23 22
26 27 28 29 30 31 24 25 2 3 4 5 6 7 0 1 18 19 20 21 22 23 16 17 34 35 36 37 38 39 32 33 10 11 12 13 14 15 8 9
27 26 29 28 31 30 25 24 3 2 5 4 7 6 1 0 19 18 21 20 23 22 17 16 35 34 37 36 39 38 33 32 11 10 13 12 15 14 9 8
28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3 36 37 38 39 32 33 34 35
29 28 31 30 25 24 27 26 21 20 23 22 17 16 19 18 13 12 15 14 9 8 11 10 5 4 7 6 1 0 3 2 37 36 39 38 33 32 35 34
30 31 24 25 26 27 28 29 14 15 8 9 10 11 12 13 38 39 32 33 34 35 36 37 22 23 16 17 18 19 20 21 6 7 0 1 2 3 4 5
31 30 25 24 27 26 29 28 15 14 9 8 11 10 13 12 39 38 33 32 35 34 37 36 23 22 17 16 19 18 21 20 7 6 1 0 3 2 5 4
32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 32 35 34 37 36 39 38 1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14 17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30
34 35 36 37 38 39 32 33 10 11 12 13 14 15 8 9 26 27 28 29 30 31 24 25 2 3 4 5 6 7 0 1 18 19 20 21 22 23 16 17
35 34 37 36 39 38 33 32 11 10 13 12 15 14 9 8 27 26 29 28 31 30 25 24 3 2 5 4 7 6 1 0 19 18 21 20 23 22 17 16
36 37 38 39 32 33 34 35 28 29 30 31 24 25 26 27 20 21 22 23 16 17 18 19 12 13 14 15 8 9 10 11 4 5 6 7 0 1 2 3
37 36 39 38 33 32 35 34 29 28 31 30 25 24 27 26 21 20 23 22 17 16 19 18 13 12 15 14 9 8 11 10 5 4 7 6 1 0 3 2
38 39 32 33 34 35 36 37 22 23 16 17 18 19 20 21 6 7 0 1 2 3 4 5 30 31 24 25 26 27 28 29 14 15 8 9 10 11 12 13
39 38 33 32 35 34 37 36 23 22 17 16 19 18 21 20 7 6 1 0 3 2 5 4 31 30 25 24 27 26 29 28 15 14 9 8 11 10 13 12
Z5:Z4xZ2
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14 17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30 33 32 35 34 37 36 39 38
2 3 4 5 6 7 0 1 34 35 36 37 38 39 32 33 26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17 10 11 12 13 14 15 8 9
3 2 5 4 7 6 1 0 35 34 37 36 39 38 33 32 27 26 29 28 31 30 25 24 19 18 21 20 23 22 17 16 11 10 13 12 15 14 9 8
4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35
5 4 7 6 1 0 3 2 13 12 15 14 9 8 11 10 21 20 23 22 17 16 19 18 29 28 31 30 25 24 27 26 37 36 39 38 33 32 35 34
6 7 0 1 2 3 4 5 38 39 32 33 34 35 36 37 30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21 14 15 8 9 10 11 12 13
7 6 1 0 3 2 5 4 39 38 33 32 35 34 37 36 31 30 25 24 27 26 29 28 23 22 17 16 19 18 21 20 15 14 9 8 11 10 13 12
8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7
9 8 11 10 13 12 15 14 17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30 33 32 35 34 37 36 39 38 1 0 3 2 5 4 7 6
10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1 34 35 36 37 38 39 32 33 26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17
11 10 13 12 15 14 9 8 3 2 5 4 7 6 1 0 35 34 37 36 39 38 33 32 27 26 29 28 31 30 25 24 19 18 21 20 23 22 17 16
12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3
13 12 15 14 9 8 11 10 21 20 23 22 17 16 19 18 29 28 31 30 25 24 27 26 37 36 39 38 33 32 35 34 5 4 7 6 1 0 3 2
14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5 38 39 32 33 34 35 36 37 30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21
15 14 9 8 11 10 13 12 7 6 1 0 3 2 5 4 39 38 33 32 35 34 37 36 31 30 25 24 27 26 29 28 23 22 17 16 19 18 21 20
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30 33 32 35 34 37 36 39 38 1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14
18 19 20 21 22 23 16 17 10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1 34 35 36 37 38 39 32 33 26 27 28 29 30 31 24 25
19 18 21 20 23 22 17 16 11 10 13 12 15 14 9 8 3 2 5 4 7 6 1 0 35 34 37 36 39 38 33 32 27 26 29 28 31 30 25 24
20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11
21 20 23 22 17 16 19 18 29 28 31 30 25 24 27 26 37 36 39 38 33 32 35 34 5 4 7 6 1 0 3 2 13 12 15 14 9 8 11 10
22 23 16 17 18 19 20 21 14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5 38 39 32 33 34 35 36 37 30 31 24 25 26 27 28 29
23 22 17 16 19 18 21 20 15 14 9 8 11 10 13 12 7 6 1 0 3 2 5 4 39 38 33 32 35 34 37 36 31 30 25 24 27 26 29 28
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 24 27 26 29 28 31 30 33 32 35 34 37 36 39 38 1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14 17 16 19 18 21 20 23 22
26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17 10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1 34 35 36 37 38 39 32 33
27 26 29 28 31 30 25 24 19 18 21 20 23 22 17 16 11 10 13 12 15 14 9 8 3 2 5 4 7 6 1 0 35 34 37 36 39 38 33 32
28 29 30 31 24 25 26 27 36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19
29 28 31 30 25 24 27 26 37 36 39 38 33 32 35 34 5 4 7 6 1 0 3 2 13 12 15 14 9 8 11 10 21 20 23 22 17 16 19 18
30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21 14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5 38 39 32 33 34 35 36 37
31 30 25 24 27 26 29 28 23 22 17 16 19 18 21 20 15 14 9 8 11 10 13 12 7 6 1 0 3 2 5 4 39 38 33 32 35 34 37 36
32 33 34 35 36 37 38 39 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 32 35 34 37 36 39 38 1 0 3 2 5 4 7 6 9 8 11 10 13 12 15 14 17 16 19 18 21 20 23 22 25 24 27 26 29 28 31 30
34 35 36 37 38 39 32 33 26 27 28 29 30 31 24 25 18 19 20 21 22 23 16 17 10 11 12 13 14 15 8 9 2 3 4 5 6 7 0 1
35 34 37 36 39 38 33 32 27 26 29 28 31 30 25 24 19 18 21 20 23 22 17 16 11 10 13 12 15 14 9 8 3 2 5 4 7 6 1 0
36 37 38 39 32 33 34 35 4 5 6 7 0 1 2 3 12 13 14 15 8 9 10 11 20 21 22 23 16 17 18 19 28 29 30 31 24 25 26 27
37 36 39 38 33 32 35 34 5 4 7 6 1 0 3 2 13 12 15 14 9 8 11 10 21 20 23 22 17 16 19 18 29 28 31 30 25 24 27 26
38 39 32 33 34 35 36 37 30 31 24 25 26 27 28 29 22 23 16 17 18 19 20 21 14 15 8 9 10 11 12 13 6 7 0 1 2 3 4 5
