g6	n	Q	bip	dist	Rnum	Rden	R	w
K?AFCo]XVoN_	12	25	21	39	975	100	9.7500	3,1,3,2,1,2,3,3,3,2,0,2
K?ABFAYFvoN_	12	21	14	33	825	91	9.0659	3,2,1,0,2,2,2,2,3,1,0,3
K?BD@xY}Fo^?	12	24	18	45	1125	126	8.9286	3,3,3,1,2,3,3,3,3,0,0,0
K?BE@bHBvoFo	12	20	12	27	675	100	6.7500	0,2,1,2,2,1,2,2,3,2,2,1
K?ABCc]ZRw^?	12	22	16	32	800	84	9.5238	3,1,2,2,0,3,2,2,3,1,1,2
K?ABFAYFvoN_	12	22	16	32	800	84	9.5238	3,1,2,1,1,3,2,1,3,2,1,2
K?BE@bHBvoFo	12	21	14	33	825	91	9.0659	3,0,0,3,1,3,0,3,2,2,2,2
K?BD@xY}Fo^?	12	25	21	39	975	100	9.7500	3,3,2,0,2,3,3,4,3,0,0,2
K?ABFAYFvoN_	12	23	18	33	825	79	10.4430	3,2,1,0,2,2,2,2,3,3,0,3
K?BE@bHBvoFo	12	22	16	33	825	84	9.8214	0,3,2,1,2,2,1,3,2,2,2,2
K?ABCc]ZRw^?	12	23	17	37	925	104	8.8942	3,1,2,2,1,2,3,1,3,2,1,2
K?B@hzI}Fo^?	12	20	12	19	475	100	4.7500	1,2,1,2,2,2,2,3,3,0,1,1
K?BE@bHBvoFo	12	23	17	36	900	104	8.6538	1,2,1,2,1,0,3,3,2,3,2,3
K?ABFAYFvoN_	12	24	19	41	1025	101	10.1485	3,0,3,0,2,3,3,1,3,2,2,2
K?B@hzI}Fo^?	12	21	12	19	475	141	3.3688	2,0,0,3,3,3,3,2,2,0,2,1
K?B@hzI}Fo^?	12	22	15	19	475	109	4.3578	1,2,1,2,2,3,2,3,3,1,1,1
K?ABCc]ZRw^?	12	24	19	44	1100	101	10.8911	3,1,2,1,1,3,3,2,3,1,1,3
K?BE@bHBvoFo	12	24	18	45	1125	126	8.9286	1,2,1,2,0,1,2,3,3,3,3,3
K?ABFAYFvoN_	12	25	21	39	975	100	9.7500	3,2,1,0,2,3,4,0,2,2,3,3
K?B@hzI}Fo^?	12	23	15	24	600	154	3.8961	1,2,1,2,4,3,3,2,2,0,2,1
K?ABCc]ZVo^?	12	20	12	29	725	100	7.2500	2,1,1,1,1,2,2,2,3,2,0,3
K?B@hzI}Fo^?	12	24	18	27	675	126	5.3571	1,2,1,2,3,3,3,3,3,0,1,2
K?BE@bHBvoFo	12	25	21	39	975	100	9.7500	1,2,1,2,2,2,2,3,3,2,3,2
K?ABCc]ZRw^?	12	25	21	45	1125	100	11.2500	3,1,2,1,1,3,3,3,3,1,1,3
K?B@hzI}Fo^?	12	25	18	27	675	175	3.8571	2,1,0,3,3,3,3,3,3,0,3,1
K?ABCc]ZVo^?	12	21	15	24	600	66	9.0909	2,1,1,1,1,3,3,2,3,2,0,2
K?BDF?{UfoBw	12	20	13	28	700	75	9.3333	1,2,2,0,1,2,2,2,3,3,1,1
K?`FE`wl?{Dg	12	20	12	30	750	100	7.5000	0,2,3,2,1,1,2,3,0,2,2,2
K?AFE_]JVoN_	12	20	13	28	700	75	9.3333	1,0,2,2,2,1,3,3,2,2,1,1
K?ABCc]ZVo^?	12	22	16	32	800	84	9.5238	3,1,2,1,1,2,2,2,3,2,0,3
K?BDF?{UfoBw	12	21	14	34	850	91	9.3407	1,3,2,1,1,2,3,1,3,2,1,1
K?ABCc]ZVo^?	12	23	18	33	825	79	10.4430	2,0,3,2,0,3,2,3,3,2,0,3
K?AFE_]JVoN_	12	21	14	34	850	91	9.3407	1,1,3,2,0,2,2,3,3,2,1,1
K?`FE`wl?{Dg	12	21	14	35	875	91	9.6154	2,3,1,1,3,2,1,1,2,3,2,0
K?BDF?{UfoBw	12	22	16	33	825	84	9.8214	0,3,3,1,1,3,3,0,2,2,2,2
K?ABCc]ZVo^?	12	24	19	41	1025	101	10.1485	3,0,2,1,2,3,3,2,3,2,1,2
K?AFE_]JVoN_	12	22	16	33	825	84	9.8214	0,2,2,2,2,0,3,3,3,3,1,1
K?`FE`wl?{Dg	12	22	15	33	825	109	7.5688	2,3,1,1,3,3,2,1,2,3,0,1
K?BDF?{UfoBw	12	23	17	37	925	104	8.8942	1,3,2,1,0,2,3,1,3,3,2,2
K?ABCc]ZVo^?	12	25	21	39	975	100	9.7500	2,0,3,2,0,3,3,2,3,3,2,2
*** psi >= 1/25 : K?AFF?^^FoBw Q=20 bip=16 dist=0 w=0,3,1,0,2,2,2,2,2,4,0,2
K?AFF?^^FoBw	12	20	12	19	475	100	4.7500	3,0,2,1,2,2,1,2,1,3,2,1
K?AFE_]JVoN_	12	23	17	37	925	104	8.8942	2,1,2,3,0,1,3,2,3,3,1,2
K?AFF?^^FoBw	12	21	12	19	475	141	3.3688	3,0,2,1,2,2,1,2,2,3,2,1
K?`FE`wl?{Dg	12	23	17	37	925	104	8.8942	1,1,3,3,2,0,2,3,1,1,3,3
K?BDF?{UfoBw	12	24	19	44	1100	101	10.8911	1,3,3,1,1,3,3,1,3,3,1,1
K?AFF?^^FoBw	12	22	15	19	475	109	4.3578	3,1,2,1,2,2,1,2,2,3,2,1
K?AFF?^^FoBw	12	23	15	24	600	154	3.8961	4,1,2,1,2,2,1,2,2,3,2,1
K?`FE`wl?{Dg	12	24	19	41	1025	101	10.1485	0,2,3,3,0,2,3,2,2,1,3,3
K?BDF?{UfoBw	12	25	21	45	1125	100	11.2500	1,3,3,2,1,3,3,1,3,3,1,1
K?AFE_]JVoN_	12	24	19	44	1100	101	10.8911	2,0,3,3,1,1,3,3,3,3,1,1
K?AFF?^^FoBw	12	24	18	27	675	126	5.3571	3,1,2,1,2,3,1,2,1,3,3,2
K?BD@w{Ufo^?	12	20	12	27	675	100	6.7500	2,3,1,0,2,2,3,2,1,2,1,1
K?AFF?^^FoBw	12	25	18	27	675	175	3.8571	3,1,2,2,1,3,2,1,2,3,4,1
K?`FE`wl?{Dg	12	25	20	48	1200	125	9.6000	3,3,0,2,3,3,1,1,3,3,1,2
K?AF?~w}BwN_	12	20	12	19	475	100	4.7500	3,1,1,1,2,2,3,2,0,2,0,3
K?BD@w{Ufo^?	12	21	14	33	825	91	9.0659	2,2,2,0,2,3,3,1,2,3,0,1
K?AFE_]JVoN_	12	25	21	45	1125	100	11.2500	1,1,3,3,0,3,3,3,3,3,1,1
K?AF?~w}BwN_	12	21	12	19	475	141	3.3688	2,1,2,1,2,3,3,2,2,1,1,1
K?BD@w{Ufo^?	12	22	16	33	825	84	9.8214	2,2,2,0,2,3,3,1,2,3,1,1
K?AF?~w}BwN_	12	22	15	19	475	109	4.3578	3,1,2,1,2,3,3,2,0,2,2,1
K?BD@w{Ufo^?	12	23	17	36	900	104	8.6538	3,3,2,1,1,3,3,0,3,3,0,1
K?BE@bH{@{@y	12	20	12	27	675	100	6.7500	1,2,2,1,3,1,1,2,2,1,2,2
K?AF?~w}BwN_	12	23	15	24	600	154	3.8961	3,1,2,2,2,3,3,2,0,2,2,1
K?BD@w{Ufo^?	12	24	18	45	1125	126	8.9286	3,3,3,1,2,3,3,1,2,3,0,0
K?BE@bH{@{@y	12	21	14	33	825	91	9.0659	3,0,2,1,2,0,2,2,3,2,3,1
K?AF?~w}BwN_	12	24	18	27	675	126	5.3571	3,3,0,1,2,3,3,3,1,2,1,2
K?AF?~w}BwN_	12	25	18	27	675	175	3.8571	3,1,2,1,2,3,3,3,1,2,2,2
K?BE@bH{@{@y	12	22	16	33	825	84	9.8214	1,2,2,1,2,0,2,2,3,2,3,2
K?BD@w{Ufo^?	12	25	21	39	975	100	9.7500	3,3,2,2,0,3,3,1,3,3,2,0
K?B@`zo{ES@u	12	20	12	27	675	100	6.7500	2,1,1,2,3,2,2,2,0,1,2,2
K?BE@bH{@{@y	12	23	17	36	900	104	8.6538	1,2,1,2,3,0,2,3,3,2,3,1
K?BDB?{Ucq^?	12	20	12	40	1000	100	10.0000	2,2,2,0,2,2,2,2,2,2,2,0
K?B@`zo{ES@u	12	21	14	33	825	91	9.0659	1,2,1,2,2,2,2,3,1,1,3,1
K?BE@bH{@{@y	12	24	18	45	1125	126	8.9286	1,2,1,2,3,1,2,3,3,3,3,0
K?BDB?{Ucq^?	12	21	14	33	825	91	9.0659	2,2,2,1,1,3,3,0,3,3,0,1
L????A?{?^n{~o	13	20	12	19	475	100	4.7500	2,2,0,1,0,0,0,2,3,2,3,2,3
K?B@`zo{ES@u	12	22	16	33	825	84	9.8214	0,3,3,0,2,2,2,3,1,1,3,2
K?BE@bH{@{@y	12	25	21	39	975	100	9.7500	1,2,2,2,3,1,2,2,3,2,3,2
K?BDB?{Ucq^?	12	22	14	42	1050	134	7.8358	1,3,3,1,1,2,2,2,3,3,1,0
L????A?{?^n{~o	13	21	12	19	475	141	3.3688	2,1,0,2,0,0,2,1,3,3,2,2,3
K?B@`zo{ES@u	12	23	17	36	900	104	8.6538	1,2,1,2,2,2,3,3,0,3,3,1
K?BDB?{UcqF_	12	20	12	40	1000	100	10.0000	2,2,2,0,2,2,2,2,1,2,2,1
L????A?{?^n{~o	13	22	15	19	475	109	4.3578	3,0,1,2,0,2,1,0,3,3,2,3,2
K?B@`zo{ES@u	12	24	18	45	1125	126	8.9286	1,2,1,2,3,3,3,3,1,2,3,0
K?BDB?{Ucq^?	12	23	16	40	1000	129	7.7519	2,2,2,0,2,3,2,2,3,2,2,1
K?B@`zo{ES@u	12	25	21	39	975	100	9.7500	1,2,2,1,2,3,2,3,1,2,4,2
L????A?{?^n{~o	13	23	15	24	600	154	3.8961	3,0,1,2,0,0,2,2,3,3,2,3,2
K?BDB?{UcqF_	12	21	12	40	1000	141	7.0922	2,2,2,0,2,2,2,2,2,2,2,1
K?`DFAsNAsBw	12	20	13	32	800	75	10.6667	1,3,2,1,2,2,1,2,2,1,2,1
K?BDB?{Ucq^?	12	24	18	47	1175	126	9.3254	3,2,2,2,1,3,3,0,3,3,2,0
L????A?{?^n{~o	13	24	18	27	675	126	5.3571	3,0,1,2,0,0,1,2,3,3,3,3,3
K?`DFAsNAsBw	12	21	14	34	850	91	9.3407	2,3,2,0,3,2,0,2,2,2,2,1
K?BDB?{UcqF_	12	22	14	42	1050	134	7.8358	3,2,1,1,2,3,2,1,1,3,2,1
K?`DFAsNAsBw	12	22	16	31	775	84	9.2262	2,3,2,1,1,2,1,2,2,2,2,2
K?BDB?{Ucq^?	12	25	19	51	1275	150	8.5000	2,3,1,3,0,3,3,1,3,3,2,1
L????A?{?^n{~o	13	25	18	27	675	175	3.8571	3,0,1,2,0,0,3,1,3,3,3,3,3
K?BDB?{UcqF_	12	23	16	40	1000	129	7.7519	3,3,2,1,1,3,3,1,1,3,1,1
K?BD@g]UeQ^?	12	20	13	28	700	75	9.3333	2,1,2,2,1,1,2,2,1,2,2,2
K?`DFAsNAsBw	12	23	17	40	1000	104	9.6154	2,3,1,1,1,2,2,3,2,2,3,1
L????B?g@~Jy~o	13	20	12	27	675	100	6.7500	1,2,2,0,1,2,0,0,3,3,2,2,2
K?`DFAsNAsBw	12	24	19	41	1025	101	10.1485	1,3,2,1,1,2,2,3,2,2,3,2
K?BD@g]UeQ^?	12	21	14	34	850	91	9.3407	1,2,3,1,2,2,2,2,2,1,1,2
K?BDB?{UcqF_	12	24	18	47	1175	126	9.3254	0,3,3,2,1,2,2,3,1,3,2,2
K?`DFAsNAsBw	12	25	20	50	1250	125	10.0000	2,4,2,2,2,2,2,2,2,2,2,1
L????B?g@~Jy~o	13	21	14	33	825	91	9.0659	2,2,2,0,0,0,0,2,3,3,3,3,1
K?BD@g]UeQ^?	12	22	16	34	850	84	10.1190	1,1,4,1,1,2,2,2,2,2,2,2
K?BDB?{UcqF_	12	25	18	55	1375	175	7.8571	3,3,1,1,2,3,2,2,1,3,3,1
K?BD@g]UeQ^?	12	23	17	39	975	104	9.3750	2,1,3,2,2,1,3,3,2,1,2,1
L????B?g@~Jy~o	13	22	16	33	825	84	9.8214	2,2,2,0,0,0,0,2,3,3,3,3,2
K?BD@g]Qvo^?	12	20	13	27	675	75	9.0000	2,2,1,2,1,1,2,2,2,2,1,2
K?BD@g]UeQ^?	12	24	19	41	1025	101	10.1485	1,1,3,1,2,2,3,3,2,1,2,3
K?BD@g]Qvo^?	12	21	14	33	825	91	9.0659	2,0,2,0,3,3,1,3,2,2,1,2
L????B?g@~Jy~o	13	23	17	36	900	104	8.6538	2,2,3,0,0,0,1,2,3,3,3,3,1
K?BD@g]Qvo^?	12	22	16	36	900	84	10.7143	2,2,2,2,2,2,2,2,2,2,1,1
K?BD@g]UeQ^?	12	25	21	39	975	100	9.7500	3,0,3,2,2,0,3,3,2,2,3,2
K?BD@g]Qvo^?	12	23	18	36	900	79	11.3924	2,2,2,2,2,2,2,2,2,2,2,1
L????A?w?~n{~o	13	20	12	19	475	100	4.7500	3,0,2,0,0,0,1,2,2,3,2,3,2
K?BD?{{Ufo^?	12	20	13	25	625	75	8.3333	1,2,3,1,2,3,2,1,2,2,1,0
L????B?g@~Jy~o	13	24	18	45	1125	126	8.9286	3,3,3,0,0,0,1,2,3,3,3,3,0
K?BD@g]Qvo^?	12	24	20	36	900	76	11.8421	2,2,2,2,2,2,2,2,2,2,2,2
L????A?w?~n{~o	13	21	12	19	475	141	3.3688	3,0,3,0,0,0,2,1,3,2,3,2,2
K?BD?{{Ufo^?	12	21	15	24	600	66	9.0909	1,2,3,1,1,2,3,1,2,3,0,2
K?BD?{{Ufo^?	12	22	16	33	825	84	9.8214	2,2,2,1,1,3,3,0,3,3,1,1
K?BD@g]Qvo^?	12	25	21	43	1075	100	10.7500	2,1,2,1,2,3,2,3,3,3,0,3
L????A?w?~n{~o	13	22	15	19	475	109	4.3578	3,0,3,0,0,0,0,3,3,3,2,3,2
L????B?g@~Jy~o	13	25	21	39	975	100	9.7500	2,3,2,0,0,0,1,2,3,4,3,3,2
K?BFF?{}?}^?	12	20	12	19	475	100	4.7500	1,2,2,1,2,2,2,1,3,0,2,2
K?BD?{{Ufo^?	12	23	17	36	900	104	8.6538	3,2,3,0,2,3,3,0,3,3,0,1
K?BFF?{}?}^?	12	21	12	19	475	141	3.3688	0,3,2,0,3,2,1,2,3,1,3,1
L????A?w?~n{~o	13	23	15	24	600	154	3.8961	3,1,2,0,0,0,2,2,3,3,2,3,2
K?BFF?{}?}^?	12	22	15	19	475	109	4.3578	1,2,3,3,0,2,0,3,3,0,3,2
K?BD?{{Ufo^?	12	24	19	41	1025	101	10.1485	1,3,3,0,2,3,3,2,3,2,0,2
L????B?mAMf{~o	13	20	12	27	675	100	6.7500	2,1,1,2,0,0,0,2,3,2,3,2,2
K?BFF?{}?}^?	12	23	15	24	600	154	3.8961	1,2,2,1,2,3,2,2,3,2,2,1
L????A?w?~n{~o	13	24	16	28	700	176	3.9773	4,0,2,0,0,0,1,3,2,4,2,4,2
K?BD?{{Ufo^?	12	25	21	39	975	100	9.7500	0,3,3,0,2,3,4,2,3,2,1,2
K?BFF?{}?}^?	12	24	18	27	675	126	5.3571	1,2,3,1,2,3,0,3,3,0,3,3
K?BFF?{}?}^?	12	25	18	27	675	175	3.8571	0,3,3,3,0,3,1,2,3,0,4,3
L????B?mAMf{~o	13	21	14	33	825	91	9.0659	2,2,0,0,2,0,0,2,3,3,3,3,1
L????A?w?~n{~o	13	25	18	27	675	175	3.8571	3,3,0,1,0,0,1,1,3,3,3,3,4
K?`@F@wlEcBw	12	20	12	40	1000	100	10.0000	2,2,2,0,2,2,2,0,2,2,2,2
K?`@F?{UckBw	12	20	12	40	1000	100	10.0000	2,2,2,0,2,2,2,2,2,2,2,0
L????B?mAMf{~o	13	22	15	32	800	109	7.3394	2,2,0,1,2,0,1,2,3,3,3,2,1
L????B?{?^f{~o	13	20	12	19	475	100	4.7500	1,1,2,1,0,0,1,1,3,2,3,2,3
K?`@F@wlEcBw	12	21	14	35	875	91	9.6154	1,3,2,1,0,2,3,1,1,3,2,2
L????B?mAMf{~o	13	23	17	36	900	104	8.6538	2,2,0,1,2,0,1,2,3,3,3,3,1
L????B?{?^f{~o	13	21	12	19	475	141	3.3688	2,1,1,2,0,1,2,0,3,2,3,2,2
K?`@F?{UckBw	12	21	13	36	900	116	7.7586	2,3,3,1,1,2,1,2,2,2,1,1
L????B?{?^f{~o	13	22	15	19	475	109	4.3578	1,2,1,2,0,0,1,2,3,3,2,3,2
K?`@F@wlEcBw	12	22	15	38	950	109	8.7156	2,2,1,1,2,3,2,1,1,2,2,3
K?`@F?{UckBw	12	22	15	35	875	109	8.0275	3,1,3,1,2,1,2,2,3,1,2,1
L????B?mAMf{~o	13	24	18	45	1125	126	8.9286	3,3,0,1,2,0,1,2,3,3,3,3,0
L????B?{?^f{~o	13	23	15	24	600	154	3.8961	1,2,1,2,0,0,2,2,3,3,2,3,2
K?`@F@wlEcBw	12	23	16	46	1150	129	8.9147	2,2,2,1,3,2,2,1,2,2,2,2
K?`@F?{UckBw	12	23	17	38	950	104	9.1346	3,1,3,1,2,0,3,2,3,2,2,1
L????B?{?^f{~o	13	24	18	27	675	126	5.3571	1,2,0,3,0,0,0,3,3,3,3,3,3
L????B?mAMf{~o	13	25	21	39	975	100	9.7500	2,2,0,1,2,0,1,2,4,3,3,3,2
*** psi >= 1/25 : L????B?Nx~^w~o Q=20 bip=16 dist=0 w=3,1,0,0,3,1,0,0,4,2,2,3,1
*** psi >= 1/25 : L????B?Nx~^w~o Q=20 bip=16 dist=0 w=3,1,1,0,2,1,0,0,4,2,2,3,1
*** psi >= 1/25 : L????B?Nx~^w~o Q=20 bip=16 dist=0 w=3,1,1,0,3,0,0,0,4,2,2,3,1
K?`@F@wlEcBw	12	24	18	47	1175	126	9.3254	2,3,2,0,3,2,3,0,3,0,3,3
L????B?{?^f{~o	13	25	18	26	650	175	3.7143	1,1,2,0,0,0,1,1,3,4,3,4,5
K?`@F?{UckBw	12	24	18	47	1175	126	9.3254	0,3,3,0,2,3,3,2,3,3,2,0
K?`@F?{UckBw	12	25	21	39	975	100	9.7500	3,4,0,1,3,2,2,2,0,3,3,2
L????B_fBEb{~o	13	20	12	27	675	100	6.7500	1,2,0,0,0,2,1,2,3,3,2,2,2
K?`@F@wlEcBw	12	25	20	48	1200	125	9.6000	1,3,3,1,0,3,3,1,2,3,3,2
K?r@`boN?^WY	12	20	12	19	475	100	4.7500	2,1,3,0,0,3,3,0,2,2,2,2
K?r@`boN?^WY	12	21	12	19	475	141	3.3688	3,0,1,1,1,1,0,3,3,3,3,2
K?r@`boN?^WY	12	22	15	19	475	109	4.3578	3,0,2,1,1,2,3,0,3,2,2,3
K?`FAo]]DgSg	12	20	13	30	750	75	10.0000	2,3,1,2,2,2,2,1,1,1,2,1
L????B_e?~Ky~o	13	20	12	27	675	100	6.7500	1,2,0,2,0,2,1,0,3,3,2,2,2
K?r@`boN?^WY	12	23	15	24	600	154	3.8961	1,2,1,2,1,2,2,2,3,3,2,2
L????B_fBEb{~o	13	21	14	33	825	91	9.0659	2,0,2,0,0,2,0,2,3,3,3,3,1
K?`FAo]]DgSg	12	21	15	31	775	66	11.7424	2,3,1,2,2,2,2,1,2,1,2,1
K?r@`boN?^WY	12	24	16	28	700	176	3.9773	2,2,2,2,2,2,2,2,2,2,2,2
K?r@`boN?^WY	12	25	18	27	675	175	3.8571	1,2,0,3,2,1,2,2,3,3,3,3
L????B_e?~Ky~o	13	21	14	33	825	91	9.0659	2,0,2,1,1,0,1,1,3,3,3,3,1
K?`FAo]]DgSg	12	22	16	33	825	84	9.8214	3,3,0,2,2,2,2,1,2,2,3,0
L????B_fBEb{~o	13	22	15	32	800	109	7.3394	2,0,2,0,1,2,1,2,3,3,3,2,1
K?`FAo]]DgSg	12	23	17	37	925	104	8.8942	2,3,2,1,2,3,1,1,3,2,2,1
L????B_e?~Ky~o	13	22	16	33	825	84	9.8214	2,1,1,0,2,0,0,2,3,3,3,3,2
L????B_fBEb{~o	13	23	17	36	900	104	8.6538	2,0,2,0,0,3,2,1,3,3,3,3,1
L????B_e?~Ky~o	13	23	17	36	900	104	8.6538	2,0,2,1,2,0,1,2,3,3,3,3,1
K?`FAo]]DgSg	12	24	19	43	1075	101	10.6436	2,3,1,2,2,2,3,3,2,0,3,1
L????B_fBEb{~o	13	24	18	45	1125	126	8.9286	3,1,2,0,1,2,1,2,3,3,3,3,0
L????A?oF}F}^w	13	20	12	19	475	100	4.7500	3,2,0,0,0,0,0,3,2,3,2,2,3
K?`FAo]]DgSg	12	25	21	43	1075	100	10.7500	2,3,1,2,2,2,3,1,3,2,2,2
L????B_e?~Ky~o	13	24	18	45	1125	126	8.9286	3,1,2,1,2,0,1,2,3,3,3,3,0
L????A?oF}F}^w	13	21	12	19	475	141	3.3688	3,3,0,0,0,0,1,2,2,2,2,3,3
L????B_fBEb{~o	13	25	21	39	975	100	9.7500	2,0,2,0,1,2,1,2,4,3,3,3,2
L????B_e?~Ky~o	13	25	21	39	975	100	9.7500	2,0,2,1,2,0,1,2,4,3,3,3,2
L????A?oF}F}^w	13	22	15	19	475	109	4.3578	3,2,0,0,0,1,2,0,2,3,3,3,3
L????Bor?^EY~o	13	20	12	27	675	100	6.7500	1,1,0,3,0,1,1,1,2,3,3,2,2
L????A?oF}F}^w	13	23	15	24	600	154	3.8961	2,3,0,0,0,0,2,1,4,3,3,3,2
L????Bor?^EY~o	13	21	14	33	825	91	9.0659	0,2,0,2,2,0,2,0,3,3,3,3,1
L????A?oF}F}^w	13	24	18	27	675	126	5.3571	3,3,0,0,0,0,1,2,3,3,3,3,3
L????B?w@~B}~o	13	20	12	19	475	100	4.7500	1,2,2,0,0,2,0,1,2,3,3,2,2
L???CB?mAM~oNw	13	20	13	25	625	75	8.3333	3,3,0,0,2,0,1,1,2,2,2,1,3
L????A?oF}F}^w	13	25	18	27	675	175	3.8571	3,3,0,0,0,1,3,0,3,3,3,3,3
L????B?w@~B}~o	13	21	12	19	475	141	3.3688	3,0,2,0,0,0,1,3,2,3,3,2,2
L????Bor?^EY~o	13	22	16	33	825	84	9.8214	1,1,1,1,1,1,1,1,3,3,3,3,2
L????B?w@~B}~o	13	22	15	19	475	109	4.3578	3,0,2,0,0,2,0,1,2,3,3,3,3
L???CB?mAM~oNw	13	21	15	24	600	66	9.0909	2,2,0,1,2,0,1,1,3,2,2,2,3
L????Bor?^EY~o	13	23	18	33	825	79	10.4430	1,1,0,2,0,2,1,1,3,3,3,3,3
L????B?kA]f{~o	13	20	12	27	675	100	6.7500	3,2,0,2,0,0,0,1,2,2,3,3,2
L????B?w@~B}~o	13	23	15	24	600	154	3.8961	2,1,2,0,0,2,0,1,2,3,4,3,3
L???CB?mAM~oNw	13	22	16	32	800	84	9.5238	2,2,0,2,1,1,0,1,3,2,3,2,3
L????Bor?^EY~o	13	24	18	45	1125	126	8.9286	1,2,1,2,1,2,1,2,3,3,3,3,0
L????B?w@~B}~o	13	24	18	27	675	126	5.3571	2,1,3,0,0,0,0,3,3,3,3,3,3
L????B?kA]f{~o	13	21	14	33	825	91	9.0659	2,2,0,2,0,0,0,2,3,3,3,3,1
L???CB?mAM~oNw	13	23	17	36	900	104	8.6538	3,2,0,2,1,1,1,0,3,3,3,1,3
L????Bor?^EY~o	13	25	21	39	975	100	9.7500	0,2,1,2,0,2,2,1,3,4,3,3,2
L????B?w@~B}~o	13	25	18	27	675	175	3.8571	3,0,3,0,0,0,0,3,3,3,3,4,3
L????B?kA]f{~o	13	22	16	33	825	84	9.8214	2,2,1,1,0,0,0,2,3,3,3,3,2
L????B?KH~Xy~o	13	20	12	19	475	100	4.7500	0,3,2,1,0,0,1,1,2,2,3,3,2
L???CB?mAM~oNw	13	24	19	41	1025	101	10.1485	2,2,0,1,2,0,2,1,3,3,3,2,3
L???C@?w?~nwng	13	20	13	25	625	75	8.3333	2,2,1,0,0,1,0,2,3,3,1,3,2
L????B?KH~Xy~o	13	21	12	19	475	141	3.3688	2,1,1,2,0,0,2,1,3,3,2,2,2
L????B?kA]f{~o	13	23	17	36	900	104	8.6538	2,2,1,2,0,0,1,2,3,3,3,3,1
L????B?KH~Xy~o	13	22	15	19	475	109	4.3578	1,1,1,2,0,0,3,0,3,3,2,3,3
L???CB?mAM~oNw	13	25	21	39	975	100	9.7500	2,3,0,2,2,0,0,3,3,2,3,2,3
L???C@?w?~nwng	13	21	15	24	600	66	9.0909	2,3,1,0,0,0,1,3,2,2,2,3,2
L????B?KH~Xy~o	13	23	15	24	600	154	3.8961	1,2,1,2,0,0,2,2,3,3,2,2,3
L????B?kA]f{~o	13	24	18	45	1125	126	8.9286	3,3,1,2,0,0,1,2,3,3,3,3,0
L???CB?WS{~oNw	13	20	13	25	625	75	8.3333	3,3,1,0,0,0,2,1,2,2,2,1,3
L????B?KH~Xy~o	13	24	18	27	675	126	5.3571	1,2,1,2,0,0,1,2,3,3,3,3,3
L???C@?w?~nwng	13	22	16	33	825	84	9.8214	3,3,0,0,0,0,2,2,2,2,2,3,3
L????B?KH~Xy~o	13	25	18	26	650	175	3.7143	2,2,2,2,0,1,2,2,3,3,2,2,2
L????B?kA]f{~o	13	25	21	39	975	100	9.7500	2,2,1,2,0,0,1,2,4,3,3,3,2
L???CB?WS{~oNw	13	21	14	33	825	91	9.0659	2,2,2,0,0,2,0,0,3,3,3,1,3
L???C@?w?~nwng	13	23	17	36	900	104	8.6538	3,3,0,1,1,1,0,3,2,2,1,3,3
L????B?MMMf{~o	13	20	12	19	475	100	4.7500	2,0,1,0,1,0,3,0,3,3,2,2,3
L????B_s?~Dy~o	13	20	12	27	675	100	6.7500	0,1,2,2,0,0,0,3,3,3,2,2,2
L???CB?WS{~oNw	13	22	16	33	825	84	9.8214	2,3,0,0,0,2,1,2,2,3,2,2,3
L????B?MMMf{~o	13	21	12	19	475	141	3.3688	1,1,0,0,2,2,1,0,3,3,2,2,4
L???C@?w?~nwng	13	24	19	41	1025	101	10.1485	3,3,1,0,0,0,2,2,3,2,2,3,3
L????B_s?~Dy~o	13	21	14	33	825	91	9.0659	1,1,2,2,0,0,0,2,3,3,3,3,1
L????B?MMMf{~o	13	22	15	19	475	109	4.3578	1,2,0,1,2,0,1,2,3,3,2,2,3
L???CB?WS{~oNw	13	23	17	36	900	104	8.6538	3,2,2,0,0,0,3,0,3,3,3,1,3
L????B?MMMf{~o	13	23	15	24	600	154	3.8961	1,2,0,1,2,0,2,2,3,3,2,2,3
L????B_s?~Dy~o	13	22	16	33	825	84	9.8214	1,1,2,2,0,0,1,1,3,3,3,3,2
L???C@?w?~nwng	13	25	21	39	975	100	9.7500	3,4,0,0,0,1,2,3,2,2,2,3,3
L???CB?WS{~oNw	13	24	19	41	1025	101	10.1485	2,2,2,0,1,1,1,1,3,3,3,2,3
L????B?MMMf{~o	13	24	18	27	675	126	5.3571	1,2,0,1,2,0,1,2,3,3,3,3,3
L???CB?~f{F{^o	13	20	12	19	475	100	4.7500	3,2,0,0,0,2,1,2,3,2,0,2,3
L????B_s?~Dy~o	13	23	18	33	825	79	10.4430	2,0,2,2,0,1,0,1,3,3,3,3,3
L????B?MMMf{~o	13	25	18	26	650	175	3.7143	2,2,0,2,2,1,2,2,3,3,2,2,2
L???CB?~f{F{^o	13	21	12	19	475	141	3.3688	3,3,0,0,0,1,2,3,3,1,1,2,2
L???CB?WS{~oNw	13	25	21	39	975	100	9.7500	2,3,0,0,0,2,2,3,3,3,2,2,3
L???CB?~f{F{^o	13	22	15	19	475	109	4.3578	3,3,0,0,0,1,2,3,3,1,1,2,3
L????B_s?~Dy~o	13	24	18	45	1125	126	8.9286	1,2,3,3,0,0,1,2,3,3,3,3,0
L????B_{?~@}~o	13	20	12	19	475	100	4.7500	0,1,2,2,0,1,2,0,2,3,3,2,2
